類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
197702,0.5,0.5,-0.1,2.9,3.6,0.1,0.0,-0.5,0.2,-2.9,-0.2,0.2,1.7,0.2,0.5,0.3,0.6,,1.4,0.2,0.0,1.3,0.0,0.0,0.4,0.5,0.6,,,0.6,,,0.3,0.4,0.3,0.0,0.0,0.1,,,0.7
197703,0.6,0.8,0.6,1.6,2.1,0.0,0.0,0.6,0.4,1.7,0.0,0.2,0.0,-0.1,0.3,0.3,0.0,,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.5,0.7,,,0.6,,,0.3,0.6,0.0,0.0,0.0,0.0,,,0.0
197704,1.6,0.6,0.2,0.1,0.0,0.1,0.1,0.8,0.7,1.6,0.5,0.6,1.0,0.2,3.1,3.9,6.0,,5.6,0.8,0.0,8.4,24.1,0.0,2.3,0.8,0.9,,,1.0,,,4.5,1.3,4.6,11.5,1.6,0.4,,,3.1
197705,0.9,0.7,0.8,-0.2,-0.2,0.0,0.0,1.1,0.9,3.0,0.1,0.4,0.2,0.1,1.4,1.5,0.8,,2.5,0.6,0.0,0.9,0.0,0.0,1.5,0.9,1.2,,,1.4,,,2.4,0.4,0.0,0.8,6.3,0.6,,,0.3
197706,-0.4,-0.8,0.4,-4.9,-6.1,0.0,0.0,0.6,1.0,0.6,-0.1,0.1,-0.2,0.3,0.4,0.3,0.3,,0.2,0.9,0.0,0.3,0.0,0.0,0.4,0.2,1.0,,,0.8,,,0.2,0.5,0.0,0.0,0.0,0.0,,,0.3
197707,-0.3,-0.7,0.3,-3.0,-4.0,0.1,0.1,0.2,0.9,-0.6,-0.2,0.0,0.1,0.0,0.2,0.2,0.3,,1.4,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.6,,,0.5,,,0.3,0.4,0.3,0.0,0.2,0.0,,,0.0
197708,0.2,0.0,-0.9,3.4,4.6,0.0,0.0,-1.2,0.4,-6.8,-0.3,0.1,0.1,0.2,0.3,0.2,0.1,,1.4,0.4,0.0,0.1,0.0,0.0,0.4,0.2,0.5,,,0.8,,,0.1,0.4,0.0,0.0,0.3,-0.1,,,0.0
197709,1.6,2.6,2.1,4.9,4.3,6.9,7.2,2.0,0.4,8.8,-0.1,0.1,0.0,0.0,0.2,0.2,0.0,,0.2,0.3,0.0,0.0,0.0,0.0,0.4,0.5,0.3,,,0.2,,,0.2,0.4,0.0,0.0,-0.2,-0.1,,,0.8
197710,0.6,0.6,0.4,1.0,1.0,1.4,1.2,0.5,0.4,1.4,-0.2,0.1,0.1,0.0,0.4,0.2,0.0,,0.8,0.1,0.0,0.1,0.4,0.0,0.6,0.5,0.8,,,1.2,,,0.2,0.4,0.0,0.0,-0.2,0.1,,,0.3
197711,-1.1,-1.8,0.2,-7.8,-10.0,0.0,0.1,0.2,0.4,0.3,-0.2,0.2,0.1,0.1,0.2,0.2,0.1,,0.3,0.1,0.0,0.3,0.0,0.0,0.2,0.4,0.3,,,0.3,,,0.2,0.4,0.3,0.0,0.2,0.1,,,0.0
197712,-0.3,-0.5,0.3,-2.6,-3.3,0.0,0.1,0.1,0.4,-0.6,-0.6,0.1,0.0,1.0,0.2,0.2,0.3,,0.6,0.1,0.0,0.1,0.0,0.0,0.4,0.4,0.5,,,0.2,,,0.1,0.2,0.0,0.0,0.0,-0.1,,,0.2
197801,0.4,0.4,-0.4,3.3,4.3,0.0,0.0,-0.4,0.4,-2.7,-1.0,0.1,0.2,-1.0,0.4,0.4,0.6,,0.8,0.3,3.1,0.3,0.0,0.0,0.4,0.3,0.4,,,0.4,,,0.3,0.4,0.3,0.0,0.3,0.1,,,0.3
197802,0.5,0.3,-0.3,2.5,3.2,0.0,0.0,-0.5,0.3,-2.9,-1.2,0.2,0.2,1.4,0.8,0.8,1.5,,0.1,0.1,9.6,0.0,0.0,0.0,0.5,0.3,0.8,,,1.3,,,0.5,0.2,13.9,0.0,-0.2,0.0,,,1.1
197803,0.9,1.2,0.3,3.6,4.6,0.0,0.0,0.4,0.3,1.4,-1.2,0.0,0.1,2.1,0.2,0.2,0.1,,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.5,,,0.5,,,0.2,0.4,0.5,0.0,0.0,-0.1,,,0.0
197804,1.1,0.5,0.3,0.7,0.8,0.1,0.1,0.4,0.3,1.6,-0.9,0.3,0.4,0.2,2.0,2.2,2.7,,4.2,0.6,0.0,0.0,30.8,0.0,1.8,0.6,1.1,,,1.3,,,3.1,0.5,2.1,7.8,1.0,0.3,,,1.5
197805,0.7,0.8,0.9,-0.2,-0.2,0.0,0.1,1.2,0.8,4.2,-1.1,0.3,0.1,0.0,0.4,0.3,0.2,,0.3,0.4,0.0,0.0,0.0,0.0,0.5,0.4,1.0,,,1.1,,,0.2,0.3,0.0,0.5,0.0,0.4,,,0.0
197806,-0.5,-1.1,-0.2,-4.7,-5.9,0.0,0.0,0.1,0.3,0.7,-1.1,0.2,0.0,1.2,0.4,0.3,0.1,,0.4,0.6,0.0,0.0,0.0,0.0,0.5,0.3,0.9,,,1.1,,,0.2,0.2,0.0,0.2,-0.2,0.1,,,0.2
197807,0.4,0.4,0.3,1.3,1.5,0.0,-0.1,0.2,0.4,-0.6,-1.0,0.3,0.1,0.1,0.5,0.5,1.4,,0.4,-0.9,0.0,0.8,0.0,0.0,0.2,0.2,0.4,,,0.4,,,0.2,0.3,0.2,0.0,0.0,0.7,,,0.6
197808,0.2,0.1,-1.0,4.7,6.1,0.0,0.0,-1.6,0.1,-7.3,-1.1,0.1,0.0,0.2,0.1,0.1,0.1,,0.5,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.3,,,0.5,,,0.0,0.2,0.2,0.0,0.0,0.0,,,0.2
197809,1.1,1.8,1.3,2.5,3.3,0.0,0.0,1.8,0.0,8.6,-1.2,0.1,0.0,0.0,0.2,0.2,0.3,,6.4,0.3,0.0,0.1,0.0,0.0,0.2,0.2,0.3,,,0.2,,,0.2,0.3,0.0,0.0,0.0,0.0,,,0.2
197810,0.2,0.1,-0.1,0.2,0.3,0.0,0.0,0.3,0.1,1.3,-1.4,0.0,-5.2,1.9,0.0,0.4,0.9,,0.1,0.1,0.0,0.7,0.0,0.0,0.3,0.1,0.8,,,0.7,,,0.2,0.2,0.0,0.0,0.0,-0.3,,,-0.6
197811,-1.0,-1.8,0.1,-7.2,-9.1,0.0,0.0,0.0,0.0,0.5,-1.2,0.2,0.0,1.0,0.1,0.1,0.0,,2.1,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.2,,,0.2,,,0.0,0.3,0.2,0.0,-0.2,0.1,,,0.2
197812,-0.1,-0.3,0.3,-1.7,-2.0,-0.1,-0.1,0.0,0.0,-0.2,-0.9,-0.1,0.8,1.8,0.3,0.1,0.3,,0.1,0.7,0.0,0.1,0.0,0.0,0.3,0.2,0.3,,,0.4,,,0.2,0.3,0.0,0.0,0.0,-0.2,,,0.2
197901,0.1,0.0,-0.7,1.5,1.8,0.0,0.0,-0.5,0.1,-2.4,-0.5,0.0,0.2,-0.9,0.3,0.4,0.7,,0.4,0.0,0.0,1.3,0.0,0.0,0.2,0.2,0.3,,,0.3,,,0.2,0.3,0.0,0.0,0.2,0.0,,,0.5
197902,-0.2,-0.6,-0.4,-0.7,-1.3,2.1,2.1,-0.7,0.1,-3.2,-0.4,0.1,0.0,0.0,0.2,0.1,0.0,,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.4,,,0.4,,,0.2,0.3,0.0,0.0,0.0,0.0,,,0.3
197903,0.8,1.2,0.7,3.8,4.8,0.2,0.2,0.5,0.0,1.8,1.8,0.1,0.0,-0.1,0.2,0.1,-0.1,,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,,,0.4,,,0.1,0.3,0.0,0.0,-0.2,0.0,,,0.0
197904,1.3,1.1,0.4,1.7,2.1,0.0,0.1,0.6,0.1,1.0,5.9,0.0,5.8,0.1,1.8,1.9,2.1,,3.2,-0.3,0.0,0.1,17.5,0.0,1.6,0.5,0.3,,,0.4,,,3.0,0.7,4.8,5.5,2.2,0.5,,,1.9
197905,0.9,1.3,1.3,1.5,2.0,0.0,0.0,1.4,0.0,5.9,1.6,0.1,0.0,0.1,0.5,0.4,0.1,,0.6,0.4,0.0,0.0,0.0,0.0,0.5,0.3,0.5,,,0.9,,,0.7,0.7,0.2,0.7,0.8,0.2,,,0.1
197906,0.1,-0.2,0.6,-3.5,-4.4,0.0,0.0,1.2,0.1,1.3,14.0,-0.4,0.0,-0.2,0.4,0.4,1.3,,0.3,0.4,0.0,0.6,0.0,0.0,0.2,0.3,0.3,,,0.3,,,-0.1,0.3,0.0,0.2,-1.0,0.1,,,0.7
197907,0.9,1.2,0.3,4.6,5.9,0.0,0.0,0.2,0.0,-0.6,3.3,0.1,0.1,0.0,0.1,0.1,0.0,,0.3,0.3,0.0,0.0,0.0,0.0,0.2,0.2,0.1,,,0.0,,,0.1,0.8,0.2,0.0,-0.7,0.1,,,0.0
197908,-0.9,-1.8,-0.9,-3.8,-4.9,0.0,0.0,-1.3,0.1,-8.1,4.5,0.0,0.2,0.4,0.4,0.5,0.2,,0.5,0.4,0.0,0.4,0.0,0.0,0.3,0.2,0.1,,,0.1,,,0.7,0.3,0.0,-0.2,2.1,0.1,,,0.1
197909,1.2,1.9,1.9,1.8,2.4,0.0,0.0,2.2,0.2,8.5,2.9,0.5,0.0,-0.3,0.2,0.1,0.3,,1.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.4,,,0.5,,,0.0,0.5,0.0,0.2,-0.8,0.0,,,0.1
197910,1.2,1.8,0.3,5.2,6.8,0.0,0.0,0.8,0.0,1.9,2.8,0.3,0.2,0.2,0.2,0.2,0.1,,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,,,0.4,,,0.2,0.5,0.0,0.0,-0.2,0.0,,,0.1
197911,-0.3,-0.8,0.4,-3.6,-4.7,0.0,0.0,0.2,0.0,-0.2,0.9,0.4,0.1,0.0,0.4,0.4,0.4,,0.3,0.6,0.0,0.5,0.0,0.0,0.5,0.3,0.3,,,0.3,,,0.6,0.6,0.2,0.0,1.3,0.2,,,0.1
197912,0.5,0.8,0.7,1.3,1.8,-0.1,-0.1,0.7,0.2,-0.2,5.7,0.2,0.0,1.3,0.1,0.1,0.1,,0.2,0.1,0.0,0.3,0.0,0.0,0.2,0.3,0.2,,,0.2,,,0.0,0.8,0.0,0.0,-1.1,0.1,,,0.1
198001,0.8,0.9,-0.3,4.5,5.6,0.2,0.0,-0.3,0.3,-2.9,0.9,0.6,0.4,-0.9,0.9,1.0,0.6,,0.3,0.3,0.0,0.0,1.0,0.0,1.0,0.8,0.4,,,0.5,,,1.6,0.8,0.2,0.0,4.1,0.1,,,0.3
198002,0.7,1.1,0.5,4.1,4.6,1.7,1.7,0.2,0.5,-4.1,6.6,-0.2,1.3,0.0,0.2,0.1,0.1,,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.5,0.4,,,0.4,,,0.0,0.5,0.0,0.0,-0.5,0.0,-2.3,2.2,0.4
198003,0.6,0.7,0.9,-0.1,-0.1,0.2,0.2,0.9,1.1,1.6,0.8,0.7,0.5,0.1,0.4,0.5,0.7,,0.0,0.1,0.9,0.9,0.0,0.0,0.5,0.8,0.2,,,0.3,,,0.1,0.8,0.0,0.0,-0.2,0.1,1.5,0.6,0.4
198004,1.7,1.6,2.7,-3.3,-4.1,0.1,0.1,1.2,1.1,1.7,2.0,0.4,30.1,0.1,1.8,2.2,1.4,,0.9,0.8,0.0,0.0,20.6,0.0,1.8,1.5,0.4,,,0.6,,,3.4,1.4,2.6,6.5,2.8,0.5,1.5,1.8,7.0
198005,0.9,0.8,1.8,-4.1,-5.1,0.1,0.1,2.4,1.3,5.2,2.2,2.0,0.5,0.2,1.0,1.0,1.7,,1.3,0.3,0.0,0.5,0.0,24.0,0.8,1.2,0.7,,,0.6,,,0.5,0.8,0.2,0.0,1.1,0.2,3.5,0.1,3.7
198006,0.4,0.6,0.7,-1.0,-1.3,0.0,0.1,0.6,0.4,1.7,0.1,0.5,0.1,11.1,0.3,0.3,0.3,,0.2,1.0,-0.1,0.0,0.0,0.0,0.5,0.6,0.4,,,0.7,,,0.1,0.6,0.0,0.0,-0.6,0.3,1.4,0.4,0.1
198007,0.1,-0.1,0.0,-0.7,-1.0,0.0,0.0,-0.1,0.3,-1.4,-1.3,0.5,0.9,3.7,0.3,0.3,0.1,,3.3,0.7,0.0,0.0,0.0,0.0,0.2,0.3,0.2,,,0.3,,,0.2,0.5,0.0,0.0,0.5,0.1,-0.5,0.0,0.4
198008,-0.3,-0.7,-1.0,2.6,3.3,0.0,0.0,-1.8,0.4,-9.4,-1.4,0.3,0.1,0.3,0.3,0.3,0.1,,0.2,0.4,-0.2,0.0,0.0,0.0,0.5,0.3,0.3,,,0.2,,,0.7,0.5,0.0,0.0,1.5,0.0,-6.0,0.9,0.0
198009,1.7,2.7,1.7,5.0,6.4,0.0,0.0,2.3,0.5,11.3,-1.0,0.7,0.5,-0.1,0.1,0.1,0.1,,0.3,0.1,0.0,0.1,0.2,0.0,0.0,0.3,0.2,,,0.1,,,-0.1,0.3,0.2,-0.2,-0.4,0.5,7.3,1.7,0.3
198010,0.2,0.2,0.9,-1.3,-1.7,0.7,0.6,0.7,0.5,2.1,-0.9,0.6,0.2,-0.2,0.2,0.2,0.3,,0.3,0.3,0.0,0.1,0.0,0.0,0.3,0.2,0.3,,,0.1,,,0.2,0.3,0.0,0.0,0.1,0.4,1.6,-0.3,0.0
198011,0.2,0.2,0.4,-0.1,-0.4,1.1,1.1,0.3,0.3,0.6,-0.6,0.4,0.1,0.4,0.2,0.2,0.0,,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.4,,,0.3,,,0.1,0.1,0.0,0.0,0.1,0.2,0.6,0.1,0.1
198012,-0.3,-0.5,0.1,-2.9,-3.6,0.2,0.3,0.1,0.4,-0.1,-0.6,0.2,0.0,1.7,0.0,-0.1,-0.5,,0.4,0.1,0.0,-1.2,0.0,0.0,0.3,0.3,0.3,,,0.5,,,0.1,0.3,0.0,0.0,-0.3,0.0,0.0,-0.7,-0.1
198101,1.0,1.3,-0.3,7.9,9.8,0.1,0.1,-0.6,0.4,-3.7,-0.5,0.3,0.1,-1.3,0.6,0.6,0.2,,0.1,0.4,0.0,0.1,0.0,0.0,0.6,0.6,0.5,,,0.5,,,0.7,0.4,0.2,0.0,2.1,0.1,-2.3,2.5,0.1
198102,-0.1,-0.3,-0.5,0.7,0.7,0.1,0.1,-0.6,0.2,-3.6,-0.2,0.2,0.2,0.0,0.2,0.2,0.7,,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.3,,,0.3,,,-0.1,0.1,0.0,0.0,-0.4,0.0,-2.3,0.3,0.4
198103,0.4,0.6,0.6,1.6,2.0,0.1,0.0,0.3,0.2,1.2,0.0,0.2,0.0,0.1,0.2,0.1,-0.3,,0.1,0.1,-1.1,-0.1,0.0,0.0,0.3,0.2,0.2,,,0.3,,,0.2,0.3,0.0,0.0,0.0,0.0,1.0,0.6,-0.1
198104,0.8,0.4,0.1,-0.1,-0.3,1.0,1.0,0.5,0.4,1.4,0.4,0.0,0.8,0.9,1.4,1.6,1.4,,2.2,0.8,0.0,0.2,11.6,0.0,1.4,0.7,0.4,,,0.7,,,2.4,0.4,2.5,5.3,1.8,-0.2,1.0,0.3,1.0
198105,0.9,0.8,1.4,-2.6,-3.4,0.2,0.3,2.1,1.1,5.5,5.3,-0.4,0.0,-0.3,1.1,1.2,2.6,,0.8,0.4,0.0,3.2,0.0,0.0,0.6,1.0,0.6,,,0.8,,,0.4,0.3,0.2,0.4,0.6,0.4,3.5,0.0,1.4
198106,0.2,0.1,0.3,-0.9,-1.0,0.1,0.1,0.3,0.3,0.9,0.4,0.1,0.1,-0.1,0.3,0.2,0.5,,0.1,-3.5,1.6,0.2,0.0,0.0,0.3,0.4,0.6,,,0.8,,,-0.2,0.3,5.8,0.0,0.0,0.1,0.8,-0.2,0.4
198107,-0.3,-0.6,-0.2,-1.5,-2.1,0.5,0.5,-0.3,0.6,-2.5,-0.2,0.0,0.2,0.0,0.2,0.2,0.2,,0.2,0.3,0.0,0.5,0.0,0.0,0.2,0.3,0.4,,,0.2,,,0.1,0.3,0.4,0.0,0.0,-0.1,-1.7,-0.2,0.2
198108,-0.5,-0.9,-0.6,-0.3,-0.3,0.1,0.1,-1.2,0.2,-8.5,4.3,-0.5,0.1,0.3,0.2,0.1,-0.6,,0.2,0.3,0.0,-1.6,0.0,0.0,0.3,0.3,0.2,,,0.3,,,0.4,0.1,0.4,0.0,0.7,-0.1,-5.6,0.4,-0.2
198109,1.5,2.3,1.6,2.8,3.5,0.2,0.2,2.6,0.1,12.6,1.3,0.3,0.1,0.2,0.1,0.1,0.2,,0.4,0.1,0.0,0.2,0.0,0.0,0.2,0.2,0.2,,,0.2,,,0.0,0.1,0.6,0.0,-0.3,0.7,8.0,1.0,0.1
198110,0.4,0.6,0.9,-0.3,-0.6,0.8,0.8,0.8,0.2,3.1,0.6,0.4,0.5,0.2,0.1,0.1,0.3,,0.2,-0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.2,,,0.2,,,0.0,0.1,0.0,0.0,-0.1,0.7,2.2,0.1,0.2
198111,-0.2,-0.5,0.0,-2.4,-3.3,1.3,1.2,-0.2,0.1,-0.9,0.0,-0.1,1.1,0.3,0.2,0.2,0.2,,0.7,0.1,0.0,0.4,0.0,0.0,0.1,0.2,0.3,,,0.3,,,0.1,0.3,0.2,0.0,0.0,-0.1,-0.6,-0.6,0.5
198112,0.2,0.4,0.5,1.3,1.6,0.1,0.2,0.1,0.1,0.0,-0.1,0.1,0.1,1.2,0.2,0.2,0.4,,0.4,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.2,,,0.2,,,0.0,0.1,0.0,0.0,-0.3,-0.2,0.1,0.5,0.1
198201,0.0,-0.3,-0.9,1.2,1.4,0.0,0.0,-0.7,0.5,-4.5,-0.2,0.1,0.1,-1.4,0.4,0.4,0.4,,0.1,0.1,0.0,0.7,0.0,0.0,0.3,0.3,0.2,,,0.3,,,0.4,0.3,0.0,0.0,0.9,0.0,-3.0,0.5,0.4
198202,-0.2,-0.5,-0.8,0.4,0.6,0.1,0.0,-0.8,0.2,-4.3,-0.2,0.1,0.2,0.1,0.1,0.1,0.3,,0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.2,0.4,,,0.2,,,0.0,0.3,2.7,0.0,-0.6,-0.1,-2.7,0.2,0.2
198203,0.2,0.2,0.3,0.2,0.2,0.0,0.0,0.3,0.2,1.2,-0.1,0.0,0.1,-0.1,0.4,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,,,0.4,,,0.0,0.1,0.0,0.0,-0.3,-0.3,0.9,0.1,0.0
198204,0.8,0.5,0.4,0.7,0.6,1.3,1.2,0.3,0.2,1.1,0.8,-0.3,0.7,0.2,1.0,1.4,0.9,,3.3,0.5,0.0,-0.1,7.4,0.0,1.3,0.5,0.4,,,0.6,,,2.5,0.4,3.9,5.2,2.2,-0.5,0.7,0.5,0.9
198205,0.4,0.3,0.9,-3.1,-4.0,0.1,0.2,1.4,0.1,7.1,0.3,0.0,0.1,0.1,0.6,0.6,1.2,,1.0,0.3,0.0,0.8,0.0,0.0,0.3,0.3,0.5,,,0.5,,,0.3,0.1,0.0,0.4,0.3,0.0,4.6,-0.8,0.6
198206,0.0,-0.1,0.4,-1.5,-1.9,0.1,0.0,0.3,0.2,1.1,0.1,-0.1,0.2,0.0,0.3,0.2,0.2,,0.2,0.1,0.0,0.2,0.0,0.0,0.3,0.2,0.4,,,0.6,,,0.1,0.1,0.0,0.0,0.0,-0.1,0.7,-0.4,0.1
198207,-0.6,-1.3,-0.6,-4.2,-5.4,0.0,0.0,-0.7,0.3,-3.8,0.0,0.0,0.1,0.0,0.2,0.2,0.3,,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.3,0.3,,,0.3,,,0.0,0.3,0.0,0.0,0.1,-0.2,-2.5,-1.1,0.2
198208,0.7,1.1,-0.7,9.7,12.5,0.0,0.0,-1.2,0.1,-7.8,3.6,-0.6,0.0,0.4,0.2,0.2,0.0,,-0.8,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.2,,,0.2,,,0.5,0.1,0.0,0.0,1.0,-0.2,-5.1,3.1,0.0
198209,1.6,2.6,2.0,4.4,5.5,0.1,0.1,2.4,0.1,11.9,0.9,0.1,0.0,1.4,0.0,0.0,0.0,,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.3,,,0.1,,,-0.2,0.1,0.0,0.0,-1.0,0.2,8.0,1.5,0.0
198210,0.3,0.4,0.6,-0.7,-1.0,0.3,0.4,0.8,0.1,3.5,0.1,0.2,0.1,0.1,0.2,0.2,0.2,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.1,,,0.0,,,0.1,0.1,0.2,0.0,0.4,0.4,2.2,-0.2,0.1
198211,-1.0,-1.7,-0.1,-8.1,-10.3,0.9,0.9,0.1,0.1,0.1,-0.1,0.1,0.0,0.0,0.1,0.1,-0.1,,0.0,0.3,0.0,-0.1,0.0,0.0,0.3,0.2,0.3,,,0.3,,,0.1,0.1,0.4,0.0,-0.1,-0.1,0.2,-2.5,0.0
198212,-0.1,-0.3,0.1,-1.4,-1.8,0.1,0.1,-0.1,0.2,-0.8,-0.2,0.0,0.0,1.7,0.2,0.2,0.2,,1.1,0.4,0.0,0.2,0.0,0.0,0.1,0.3,0.3,,,0.2,,,0.1,0.3,0.2,0.0,-0.1,-0.2,-0.4,-0.2,0.1
198301,0.1,0.2,-0.9,4.3,5.6,-0.1,0.0,-0.9,0.1,-4.5,-0.8,0.1,0.0,-1.6,0.1,0.1,0.0,,0.3,0.1,-1.2,0.1,0.0,0.0,0.1,0.2,0.1,,,0.1,,,0.3,0.1,0.0,0.0,0.4,-0.2,-3.0,1.1,0.0
198302,-0.3,-0.6,-0.7,0.9,1.0,0.0,0.0,-1.1,0.1,-4.7,-2.1,0.6,0.0,0.2,0.2,0.1,0.1,,0.6,-0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.3,,,0.4,,,-0.1,0.1,0.4,0.0,-0.1,0.1,-3.0,0.1,0.0
198303,0.6,0.8,0.3,3.8,4.7,0.0,0.0,0.1,0.1,0.9,-1.9,0.2,0.0,-0.2,0.1,0.1,0.2,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,,,0.1,,,0.2,0.1,0.0,0.2,0.1,-0.2,0.7,1.0,0.1
198304,0.5,-0.1,0.0,-0.5,-0.6,0.0,0.0,0.0,0.3,1.3,-3.4,0.6,0.1,0.1,1.1,1.3,0.6,,1.1,0.8,0.0,0.1,4.6,0.0,1.2,0.4,0.5,,,0.6,,,2.1,0.4,0.9,4.2,2.0,0.0,0.8,-0.3,0.4
198305,1.0,1.6,1.0,2.1,2.7,0.1,0.1,1.8,0.2,7.0,-1.3,1.3,0.1,-0.1,0.3,0.1,0.2,,2.3,0.3,0.0,0.0,0.0,0.0,0.3,0.2,0.5,,,0.8,,,0.2,0.0,-0.2,0.2,0.0,-0.2,4.6,0.9,1.9
198306,-0.6,-1.1,0.2,-5.7,-7.1,0.0,0.0,0.1,0.4,0.0,-1.0,0.2,0.0,0.0,0.1,0.1,-0.1,,0.2,0.3,0.0,-0.1,0.0,0.0,0.3,0.2,0.4,,,0.4,,,0.1,0.0,0.9,0.0,0.1,0.0,0.0,-1.6,-0.1
198307,-0.4,-0.7,-0.4,-1.6,-2.0,0.0,0.0,-0.6,0.3,-2.5,-1.3,0.2,0.0,0.0,0.2,0.2,0.2,,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.1,0.2,,,0.2,,,0.0,0.0,0.0,0.0,0.3,-0.1,-1.6,-0.5,0.1
198308,-0.3,-0.5,-1.5,4.2,5.3,0.0,0.0,-1.8,0.1,-8.7,-1.5,0.0,0.0,0.3,0.1,0.1,-0.4,,0.1,0.1,0.0,-1.2,0.0,0.0,0.1,0.2,0.2,,,0.1,,,0.4,0.0,0.0,0.0,0.8,-0.3,-5.7,1.1,-0.2
198309,1.2,2.0,2.3,0.2,0.3,0.1,0.1,2.7,0.1,12.7,2.6,0.0,0.0,-0.1,0.0,-0.1,0.0,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,0.1,,,-0.3,0.0,0.2,0.0,-0.5,0.5,8.1,0.4,0.0
198310,0.8,1.3,0.6,3.3,3.9,0.2,0.3,0.8,0.5,2.5,0.7,0.4,0.0,0.1,0.2,0.3,0.4,,2.5,-0.1,0.0,0.1,0.0,0.0,0.3,0.3,0.1,,,0.2,,,0.3,0.1,0.0,0.0,0.3,0.6,1.7,1.3,0.2
198311,-0.5,-1.1,0.3,-5.7,-7.2,1.1,1.1,0.4,0.3,1.0,-0.8,0.3,0.1,0.0,0.2,0.1,-0.2,,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.2,,,0.2,,,0.0,0.0,0.0,0.0,0.1,0.2,0.7,-1.7,0.1
198312,-0.3,-0.5,-0.2,-1.7,-2.3,0.2,0.2,-0.3,0.2,-1.2,-1.8,0.3,0.0,1.9,0.0,0.1,0.4,,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.0,,,-0.1,,,0.0,0.1,0.0,0.0,-0.4,-0.3,-0.8,-0.5,0.0
198401,0.3,0.4,-0.7,4.8,6.2,0.1,0.1,-0.9,0.2,-4.3,-1.0,0.1,0.0,-1.5,0.2,0.2,0.0,,0.5,0.3,0.0,0.1,0.0,0.0,0.1,0.3,0.0,,,-0.2,,,0.1,0.1,0.2,0.0,0.5,-0.1,-2.8,1.4,0.1
198402,0.6,0.8,-0.4,6.5,8.0,1.3,1.3,-0.8,0.2,-4.2,-0.1,0.1,0.1,0.2,0.2,0.3,0.5,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.3,,,0.2,,,0.0,0.1,0.0,0.0,-0.3,-0.2,-2.7,2.0,0.3
198403,0.2,0.4,0.2,1.1,1.1,0.5,0.5,0.2,0.1,0.5,0.1,0.1,0.0,-0.2,0.1,0.0,0.0,,0.1,0.0,-1.4,0.1,0.0,0.0,0.3,0.2,0.1,,,0.2,,,0.2,0.1,1.2,0.2,0.0,0.0,0.5,0.4,0.1
198404,0.3,-0.3,0.2,-2.7,-3.2,0.2,0.2,0.4,0.2,1.6,-0.2,0.0,0.5,0.2,1.1,1.3,1.3,,1.0,0.8,0.0,0.2,4.7,15.5,0.8,0.4,0.3,,,0.3,,,1.8,0.3,4.6,4.0,1.4,-0.4,1.1,-0.7,0.9
198405,0.7,0.7,1.4,-1.8,-2.2,0.0,0.0,1.7,0.8,6.8,-0.7,0.2,0.7,0.0,0.5,0.7,1.6,,1.1,0.1,0.0,1.0,0.0,0.0,0.4,0.6,0.4,,,0.2,,,0.3,0.0,0.2,0.0,0.8,0.1,4.4,-0.2,0.9
