類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
199107,-0.1,-0.4,-0.4,-0.5,-0.5,0.0,0.0,-0.5,0.2,-2.2,-0.2,0.0,0.0,0.0,0.3,0.3,0.5,,0.0,1.7,0.0,0.1,0.0,0.0,0.2,0.1,0.3,,,0.3,,,0.1,0.5,0.1,0.0,0.1,0.0,-1.5,-0.1,0.2
199108,0.2,0.2,-0.4,3.7,4.4,0.0,0.0,-0.6,0.1,-3.1,-0.1,-0.1,0.0,0.2,0.2,0.2,0.1,,0.1,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.2,,,0.1,,,0.5,0.2,0.0,0.0,1.0,-0.2,-2.1,1.1,0.1
199109,0.2,0.4,1.0,-3.3,-4.0,0.0,0.0,1.4,0.2,6.5,-0.1,0.1,0.0,-0.1,-0.1,-0.1,-0.1,,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.1,0.1,,,0.1,,,-0.3,0.2,0.0,0.0,-1.1,0.0,4.5,-0.9,-0.1
199110,1.1,1.6,0.4,8.1,9.7,0.2,0.2,0.4,0.0,1.2,0.0,0.2,0.0,0.0,0.2,0.1,0.1,,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,,,0.2,,,0.1,0.3,-1.8,-0.1,0.3,0.3,0.8,2.1,0.2
199111,0.2,0.4,0.4,0.4,0.4,0.1,0.1,0.3,0.3,0.7,0.5,0.1,0.0,0.2,0.1,0.1,0.0,,0.0,0.1,0.0,-0.1,0.0,0.0,0.1,0.2,0.1,,,0.1,,,0.2,0.3,0.0,0.0,0.3,-0.1,0.6,0.3,0.0
199112,-0.5,-0.9,0.2,-5.6,-6.9,1.9,1.9,0.1,0.3,-0.2,0.2,0.0,0.0,2.8,0.1,0.2,0.6,,0.2,0.0,0.0,2.0,0.0,0.0,0.1,0.2,0.1,,,0.1,,,-0.1,0.5,0.0,0.0,-0.9,-0.1,0.0,-1.3,0.4
199201,-0.2,-0.6,-0.9,0.8,0.8,0.8,0.8,-1.0,0.2,-5.0,-0.2,0.1,0.0,1.3,0.3,0.4,0.3,,0.4,0.1,1.9,0.0,0.0,0.0,0.2,0.4,0.2,,,0.2,,,0.4,0.7,0.0,0.0,0.4,0.0,-3.4,0.4,0.3
199202,-0.1,-0.3,-0.1,-1.2,-1.6,0.5,0.6,-0.2,0.2,-1.3,-1.0,0.0,0.0,3.2,0.2,0.1,0.0,,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,,,0.2,,,0.1,0.2,0.1,0.0,0.1,0.0,-0.8,-0.2,0.0
199203,0.5,0.7,0.7,0.5,0.6,0.1,0.1,0.7,0.2,2.7,-0.3,0.2,0.1,0.5,0.2,0.2,0.0,,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,,,0.2,,,0.3,0.5,0.0,0.3,0.3,0.1,2.0,0.2,0.0
199204,1.1,1.1,0.6,2.9,3.4,0.1,0.1,0.8,0.5,2.9,-0.5,0.0,0.1,0.1,1.2,1.4,0.9,,1.5,0.5,2.7,0.3,3.7,0.0,1.3,0.5,0.7,,,0.5,,,2.6,1.2,9.8,4.3,1.8,-0.3,2.1,1.0,0.6
199205,0.1,-0.1,0.4,-2.2,-2.6,0.0,0.0,0.4,0.2,1.6,-0.3,0.2,0.1,0.0,0.4,0.3,0.1,,0.5,0.1,0.0,0.0,0.0,0.0,0.4,0.3,0.6,,,0.5,,,0.4,0.4,0.1,0.1,0.8,0.0,1.1,-0.6,0.0
199206,-0.1,-0.5,-0.1,-2.8,-3.4,0.1,0.1,0.1,0.2,0.1,-0.2,0.0,0.0,0.2,0.2,0.1,0.0,,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.5,,,0.3,,,0.2,0.3,0.1,0.1,0.1,0.1,0.1,-0.7,0.0
199207,-0.8,-1.3,-0.6,-4.9,-6.0,0.1,0.1,-0.7,0.1,-3.0,-0.1,0.0,0.0,0.0,0.0,0.0,-0.5,,0.0,0.1,0.0,-1.2,0.0,0.0,0.2,0.2,0.2,,,0.3,,,0.1,0.4,0.1,0.0,0.0,0.0,-2.1,-1.2,-0.3
199208,0.3,0.3,-0.3,4.0,4.8,0.1,0.1,-0.5,0.1,-2.6,0.2,-0.1,0.0,0.2,0.2,0.3,0.1,,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,,,0.0,,,0.5,0.1,0.0,0.0,1.4,-0.1,-1.7,1.1,0.1
199209,0.5,1.1,1.1,0.6,0.7,0.0,0.0,1.2,0.1,5.4,0.7,0.2,0.1,0.2,0.0,-0.2,-0.1,,0.1,0.1,0.0,-0.1,0.0,0.0,0.0,0.2,0.1,,,0.1,,,-0.3,0.2,0.0,0.0,-1.1,0.2,3.7,0.2,-0.1
199210,0.1,0.0,0.2,-0.7,-1.1,0.7,0.7,0.3,0.0,0.9,0.6,0.0,0.1,0.1,-0.1,-0.1,0.1,,0.6,0.1,0.0,0.0,0.0,0.0,-0.1,-1.1,0.2,,,0.3,,,0.2,0.2,0.1,0.0,0.4,0.0,0.7,-0.1,0.1
199211,-0.2,-0.6,0.1,-4.1,-5.0,0.8,0.8,0.2,0.1,0.5,0.5,0.0,0.0,0.3,0.3,0.4,0.0,,0.2,0.1,0.0,0.1,0.0,0.0,0.3,1.3,0.1,,,0.1,,,0.1,0.2,0.0,0.0,0.0,-0.1,0.4,-1.0,0.2
199212,0.0,0.0,0.2,-0.5,-0.8,0.4,0.3,-0.1,0.0,-0.5,0.1,0.0,0.0,3.3,0.1,0.0,0.1,,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.2,,,0.2,,,-0.2,0.4,0.0,0.0,-1.0,-0.2,-0.2,0.0,0.1
199301,-0.1,-0.3,-1.2,4.9,6.0,0.2,0.1,-1.3,0.1,-5.9,0.2,-0.2,0.0,-3.8,0.2,0.2,0.2,,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.1,0.2,,,0.1,,,0.3,0.3,0.0,0.1,0.3,-0.1,-4.2,1.1,0.0
199302,0.1,0.1,-0.1,1.4,1.8,0.1,0.1,-0.3,0.1,-1.6,0.0,0.0,0.0,0.9,0.1,0.1,0.0,,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,,,0.1,,,0.1,0.2,0.0,0.0,0.0,-0.1,-1.0,0.4,0.0
199303,0.3,0.5,0.5,0.3,0.3,0.0,-0.1,0.6,0.0,2.8,-0.1,0.2,0.0,0.1,0.1,0.1,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,,,0.3,,,0.3,0.3,0.1,0.2,0.2,0.1,2.0,0.1,0.1
199304,0.7,0.4,0.5,-0.8,-0.9,-0.3,-0.3,0.7,0.1,3.1,-0.1,-0.1,0.5,0.1,0.8,1.0,0.4,,0.7,-1.6,1.0,0.1,3.7,0.0,0.9,0.4,0.2,,,0.2,,,1.9,0.5,1.4,3.6,1.8,-0.2,2.2,-0.1,0.3
199305,0.1,0.2,0.3,-0.5,-0.6,0.0,0.0,0.3,0.0,1.5,-0.2,-0.1,0.0,0.5,0.3,0.2,0.1,,0.7,0.2,0.0,0.0,0.0,0.0,0.3,0.1,0.3,,,0.4,,,0.3,0.2,0.1,0.1,0.4,-0.2,1.1,-0.2,0.0
199306,-0.1,-0.3,0.0,-1.5,-1.7,-0.4,-0.4,0.0,-0.1,0.0,-0.1,0.0,0.1,0.2,0.1,0.1,0.0,,0.3,0.1,0.0,-0.1,0.0,0.0,0.1,0.1,0.4,,,0.2,,,0.1,0.2,0.0,0.0,0.1,-0.2,0.0,-0.3,0.1
199307,0.3,0.3,-0.6,4.6,5.5,-0.4,-0.4,-0.7,0.2,-3.0,-0.2,-0.1,0.1,0.1,0.1,0.1,0.3,,0.0,0.6,0.0,0.3,0.0,0.0,0.1,0.1,0.2,,,0.3,,,-0.1,0.1,0.0,0.0,-0.2,-0.2,-2.1,1.1,0.1
199308,0.3,0.4,-0.5,4.4,5.3,-0.1,-0.1,-0.6,-0.1,-2.6,-0.2,-0.1,0.0,0.4,0.2,0.2,0.1,,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,,,0.1,,,0.5,0.2,0.0,0.0,1.0,-0.1,-1.9,1.1,0.1
199309,0.1,0.3,0.8,-2.4,-2.8,0.3,0.3,1.0,0.0,4.8,-0.4,0.1,0.0,-0.2,0.0,-0.1,-0.1,,0.1,0.0,0.0,-0.1,0.1,0.0,0.0,0.1,0.1,,,0.2,,,-0.4,0.2,0.0,0.0,-1.1,0.1,3.4,-0.7,0.0
199310,-0.1,-0.4,0.3,-2.3,-3.4,3.2,3.2,0.2,0.0,0.9,-0.2,-0.1,-0.1,-0.1,0.2,0.2,0.2,,0.4,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.1,,,0.2,,,0.3,0.2,0.0,0.0,0.5,-0.4,0.6,-0.7,0.3
199311,-0.6,-0.9,0.1,-5.0,-7.4,5.7,5.6,0.0,0.1,0.2,-0.5,-0.1,-1.0,0.1,-0.3,-0.3,-1.2,,0.9,0.1,0.0,-2.8,0.0,0.0,0.1,0.2,0.1,,,0.1,,,0.0,0.1,0.1,0.0,0.0,-0.1,0.2,-1.4,-0.7
199312,0.1,0.2,-0.1,1.7,2.0,0.7,0.6,-0.3,0.0,-0.7,-0.3,-0.1,-0.1,1.0,0.0,-0.1,0.1,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,,0.2,,,-0.3,0.2,0.0,0.0,-0.8,-0.4,-0.5,0.5,0.1
199401,0.1,0.1,-1.0,5.6,6.9,0.3,0.2,-1.2,0.0,-5.6,-0.1,-0.2,0.0,1.2,0.2,0.1,0.0,,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.1,,,0.2,,,0.1,0.1,0.0,0.0,0.1,-0.2,-3.9,1.5,0.1
199402,0.0,0.0,-0.2,1.2,1.4,0.4,0.3,-0.5,0.1,-2.2,-0.2,0.0,0.0,1.3,0.1,0.1,0.3,,0.0,0.1,0.0,0.4,0.0,0.0,0.1,0.1,0.2,,,0.3,,,-0.1,0.1,0.0,0.0,-0.3,-0.1,-1.3,0.4,0.1
199403,0.5,0.7,0.7,1.9,0.7,6.9,7.1,0.6,-0.1,2.9,-0.1,-0.1,0.1,0.3,0.1,0.1,0.1,,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.1,,,0.2,,,0.1,0.1,0.0,0.0,0.0,-0.2,2.0,0.5,0.5
199404,0.2,-0.3,0.6,-3.9,-5.5,2.7,2.7,0.6,0.0,3.2,-0.2,-0.3,0.3,0.2,0.7,0.8,0.6,,0.7,0.3,1.2,0.2,3.5,0.0,0.7,0.2,0.2,,,0.1,,,1.6,0.4,3.5,2.8,1.4,-0.4,2.2,-1.1,0.6
199405,0.1,0.1,0.4,-1.5,-2.0,0.6,0.6,0.4,0.3,1.6,-0.2,0.0,0.1,0.2,0.3,0.4,0.1,,0.5,0.0,0.0,-0.1,0.0,0.0,0.3,0.1,0.3,,,0.2,,,0.6,0.1,0.1,0.2,1.2,0.0,1.0,-0.3,0.0
199406,-0.4,-0.9,-0.3,-4.0,-4.6,-1.6,-1.6,-0.1,-0.1,-0.3,-0.2,-0.1,0.3,0.4,0.1,0.0,0.0,,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.2,0.3,,,0.3,,,-0.1,0.2,0.0,0.0,-0.4,-0.2,-0.2,-1.0,0.0
199407,-0.5,-0.9,-0.8,-1.6,-1.6,-1.9,-2.0,-0.9,-0.1,-3.2,-0.3,-0.3,0.0,0.1,0.1,0.1,0.1,,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,,,0.1,,,0.1,0.2,0.1,0.0,0.1,-0.4,-2.2,-0.5,0.0
199408,0.5,0.8,-0.4,7.0,9.4,-2.0,-2.0,-0.7,0.1,-2.9,-0.2,-0.1,0.1,0.7,0.1,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,,,0.1,,,0.3,0.1,0.0,0.0,0.8,-0.1,-2.0,1.8,-0.1
199409,0.3,0.7,0.6,-0.2,1.6,-7.5,-7.6,1.1,-0.2,5.3,-0.2,0.0,0.0,-0.1,-0.2,-0.5,-0.1,,0.2,0.1,0.0,-0.1,0.0,0.0,-0.2,-1.4,0.1,,,0.5,,,-0.2,0.1,0.0,0.0,-0.7,-0.2,3.6,-0.2,-0.5
199410,0.5,0.6,-0.1,2.4,3.9,-4.7,-4.8,0.1,0.0,0.9,-0.1,-0.2,0.1,-0.1,0.4,0.5,0.1,,0.3,0.0,0.0,0.1,0.0,0.0,0.4,1.4,0.2,,,0.2,,,0.3,0.1,0.8,0.0,0.5,-0.3,0.6,0.6,-0.2
199411,-0.3,-0.6,-0.1,-3.0,-3.3,-1.1,-1.0,-0.1,-0.1,0.2,-0.2,-0.2,0.0,0.3,0.1,0.0,0.0,,0.1,0.0,0.0,-0.1,0.0,0.0,0.1,0.1,0.2,,,0.3,,,-0.1,0.1,0.1,0.0,-0.3,-0.3,0.1,-0.8,-0.1
199412,-0.3,-0.6,-0.2,-2.2,-2.3,-1.3,-1.2,-0.2,0.1,-0.6,-0.6,-0.2,0.0,-0.1,-0.1,-0.1,0.0,,0.1,0.0,0.0,0.1,0.0,0.0,-0.1,-0.2,0.1,,,0.0,,,-0.2,0.2,0.1,0.0,-0.7,-0.3,-0.4,-0.6,0.0
199501,0.0,0.0,-1.0,5.2,6.3,0.3,0.1,-1.3,-0.1,-5.6,-0.5,0.2,0.0,0.0,0.1,0.1,0.1,,0.5,0.1,0.0,0.0,-0.1,0.0,0.3,0.3,0.1,,,0.0,,,0.0,0.1,0.1,0.0,0.0,-0.2,-4.0,1.2,0.0
199502,-0.3,-0.7,-0.5,-1.6,-1.8,-0.4,-0.5,-0.6,-0.1,-2.7,-0.5,-0.2,0.0,0.0,0.1,0.2,0.6,,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,,,0.1,,,-0.1,0.1,0.0,0.0,-0.2,-0.5,-1.9,-0.4,0.6
199503,-0.1,-0.2,0.3,-2.6,-3.0,-0.3,-0.2,0.4,-0.1,3.2,-0.3,-0.4,0.0,-0.1,0.1,0.1,0.3,,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.1,-0.1,-0.5,2.1,-0.7,0.2
199504,0.3,0.3,0.3,-1.1,-1.3,-0.2,-0.2,0.6,0.2,3.5,-0.4,-0.2,0.0,0.1,0.3,0.3,0.5,,1.6,0.2,0.1,0.3,2.0,0.0,0.2,-0.6,0.0,,,0.1,,,0.9,0.4,0.6,3.0,-0.3,-0.3,2.3,-0.3,0.3
199505,0.2,0.4,0.2,2.1,2.6,0.0,0.0,0.1,-0.1,1.4,-0.8,-0.1,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.7,0.3,,,0.2,,,0.3,0.1,0.0,0.0,0.6,-0.2,0.9,0.4,0.0
199506,-0.1,-0.2,-0.2,-0.8,-1.0,-0.3,-0.2,-0.2,-0.1,-0.3,-0.5,-0.2,0.0,0.3,0.1,0.0,-0.1,,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.3,,,-0.1,0.1,0.1,0.0,-0.2,-0.3,-0.2,-0.3,-0.1
199507,-0.5,-1.2,-0.7,-3.5,-4.2,0.2,0.1,-0.7,-0.1,-3.1,-0.3,0.0,-0.2,-0.1,0.0,-0.1,0.1,,-0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,,,0.2,,,-0.2,-0.2,0.0,-0.1,-0.4,-0.4,-2.2,-0.9,0.1
199508,0.1,0.1,-0.3,2.8,3.3,0.3,0.3,-0.5,0.0,-2.5,-0.3,-0.3,0.0,0.2,0.2,0.2,0.1,,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,,,0.1,,,0.3,0.2,0.0,0.0,0.8,-0.3,-1.7,0.7,0.1
199509,0.6,1.0,0.8,1.9,2.3,-0.7,-0.7,0.9,-0.2,6.3,-0.2,-0.1,0.1,0.0,0.1,0.2,0.8,,0.0,0.0,0.0,2.2,0.0,0.0,-0.1,0.0,0.0,,,0.1,,,-0.1,-0.1,0.1,0.2,-0.5,-0.5,4.2,0.3,0.5
199510,-0.3,-0.5,0.0,-3.1,-3.4,-1.5,-1.6,0.0,0.0,0.7,-0.3,-0.2,0.0,-0.1,0.1,0.0,0.0,,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,,,0.2,,,0.0,0.0,0.1,0.0,0.1,-0.4,0.4,-0.8,0.1
199511,-0.3,-0.7,0.0,-4.1,-4.8,-0.3,-0.2,0.0,-0.1,0.3,-0.4,-0.2,0.0,0.3,0.0,0.1,0.0,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.1,0.0,0.0,0.1,-0.4,0.3,-1.0,0.0
199512,0.0,0.0,-0.2,1.3,1.5,-0.1,-0.1,-0.3,-0.1,-0.5,-0.4,-0.2,0.0,-0.1,0.0,-0.1,0.1,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,0.0,,,-0.1,0.1,0.0,0.0,-0.6,-0.3,-0.4,0.2,0.0
199601,-0.1,-0.3,-1.1,4.3,5.2,-0.6,-0.5,-1.1,0.0,-5.7,-0.3,-0.3,-1.9,0.3,0.1,0.1,0.3,,0.4,0.3,0.0,0.3,0.0,0.0,0.0,-0.8,0.0,,,0.0,,,0.5,0.5,0.1,0.0,0.9,-0.3,-3.8,0.7,-0.5
199602,-0.2,-0.3,-0.3,-0.3,-0.4,0.1,0.1,-0.5,0.1,-2.2,-0.3,-0.1,0.0,0.2,0.1,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.1,,,0.2,,,-0.3,0.1,0.0,0.0,-0.9,-0.4,-1.4,-0.1,0.0
199603,0.2,0.3,0.4,-0.5,-0.5,-0.1,-0.1,0.6,0.0,3.4,-0.3,-0.1,0.0,-0.3,0.1,0.1,0.0,,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,,,0.0,,,0.0,0.0,0.0,0.3,-0.2,-0.2,2.2,-0.1,0.1
199604,0.6,0.8,0.4,2.5,2.9,-0.2,-0.2,0.5,-0.1,3.7,-0.3,-0.1,0.4,0.1,0.3,0.4,0.3,,0.3,0.7,1.4,-0.4,2.9,0.1,0.4,0.0,0.1,,,0.3,,,0.9,0.1,3.1,1.6,0.8,-0.2,2.3,0.6,0.2
199605,0.2,0.2,0.2,0.5,0.5,0.0,0.0,0.2,0.1,1.2,0.0,-0.1,0.0,-0.1,0.1,0.1,0.0,,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,,,0.1,,,0.1,0.0,0.1,0.0,0.4,-0.4,0.8,0.1,0.0
199606,-0.3,-0.6,-0.2,-3.4,-4.0,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.3,0.0,0.3,0.1,0.0,0.1,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.0,,,0.3,,,0.0,0.0,0.1,0.0,-0.2,-0.3,-0.2,-0.8,0.0
199607,-0.1,-0.2,-0.4,1.7,2.0,0.0,0.0,-0.7,-0.2,-2.9,-0.1,-0.4,1.0,-0.1,0.0,0.0,0.1,,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,,,0.1,,,-0.2,0.0,0.0,0.0,-0.3,-0.3,-2.0,0.4,0.3
199608,-0.1,-0.3,-0.5,0.5,0.7,-0.1,-0.1,-0.6,0.1,-2.9,-0.4,-0.3,0.0,0.1,0.2,0.2,0.1,,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.1,,,0.1,,,0.4,0.0,0.0,0.0,0.9,-0.3,-2.0,0.1,0.1
199609,0.4,0.7,0.9,-0.4,-0.5,-0.3,-0.2,1.1,0.1,6.6,-0.3,0.1,0.0,-0.2,0.0,-0.1,-0.2,,0.0,0.1,0.0,-0.3,0.0,0.0,0.0,0.1,0.1,,,0.2,,,-0.2,0.0,0.0,0.0,-0.6,-0.2,4.3,-0.1,-0.1
199610,0.2,0.3,0.3,0.8,1.0,0.2,0.1,0.2,0.1,0.9,0.0,-0.1,0.4,0.0,0.0,0.0,0.1,,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,,,0.1,,,0.0,0.0,0.0,0.0,0.1,-0.3,0.7,0.3,0.1
199611,-0.3,-0.6,0.0,-3.8,-4.6,0.7,0.7,0.1,0.0,0.5,0.6,-0.1,0.1,0.2,0.1,0.1,-0.1,,-0.1,0.0,0.0,-0.1,0.0,0.0,0.1,0.0,0.0,,,0.1,,,0.2,0.1,0.0,0.0,0.4,-0.1,0.3,-0.9,0.0
199612,0.1,0.5,0.1,3.4,3.9,0.3,0.2,-0.1,-0.1,-0.5,0.8,-0.3,0.0,-0.2,-0.2,-0.4,-0.2,,0.1,0.0,0.0,-0.5,0.0,0.0,-0.2,-0.9,0.1,,,0.1,,,-0.3,0.1,0.0,0.0,-0.9,-0.4,-0.4,0.8,-0.2
199701,-0.1,-0.6,-0.9,1.6,1.9,0.0,0.0,-1.2,0.1,-6.3,0.6,-0.2,0.2,0.6,0.1,0.2,0.0,,-0.2,0.0,0.0,0.1,0.0,0.0,0.3,1.0,0.1,,,0.1,,,0.1,0.1,0.0,0.0,0.0,-0.3,-4.3,0.5,0.2
199702,-0.2,-0.3,-0.3,-0.5,-0.6,-0.1,-0.1,-0.4,0.0,-2.5,0.8,-0.1,0.0,0.2,0.1,0.1,0.0,,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,0.1,,,0.0,0.1,0.0,0.0,0.0,-0.2,-1.6,0.0,0.0
199703,0.1,0.1,0.5,-1.9,-2.1,-0.2,-0.2,0.6,-0.1,3.8,0.2,-0.1,0.0,-0.1,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.1,0.1,0.0,0.0,0.1,-0.1,2.5,-0.5,0.0
199704,2.0,2.6,2.3,3.4,3.8,0.8,0.8,2.5,2.2,5.1,1.5,1.9,2.3,2.0,1.5,1.9,1.2,,0.2,0.5,0.4,1.6,1.9,1.6,1.5,2.8,0.2,,,0.3,,,2.5,1.9,1.7,2.2,3.5,1.9,4.1,2.3,1.4
199705,0.2,0.2,0.3,-0.2,-0.2,-0.4,-0.3,0.2,0.0,1.4,-0.3,-0.1,1.0,-0.3,0.1,0.1,-0.3,,0.1,-1.4,0.0,0.2,0.0,0.0,0.2,0.1,0.2,,,0.2,,,0.1,0.1,0.1,0.0,0.2,-0.1,1.0,0.1,0.1
199706,0.0,0.0,-0.1,0.0,0.1,-0.2,-0.2,-0.1,0.1,-0.2,-0.7,-0.1,0.3,0.3,0.1,0.0,0.1,,0.0,0.4,0.0,-0.1,0.0,0.0,0.1,0.1,0.1,,,0.3,,,0.0,0.1,0.0,0.0,-0.2,-0.2,-0.1,0.0,0.1
199707,-0.4,-0.9,-0.5,-2.3,-2.7,-0.1,-0.1,-0.6,0.0,-3.1,-0.5,0.0,0.5,0.0,0.0,0.0,0.1,,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,-0.1,-0.2,-2.1,-0.6,0.3
199708,0.1,0.1,-0.4,2.9,3.5,-0.2,-0.2,-0.6,0.1,-2.7,-0.6,-0.3,0.0,0.5,0.2,0.2,0.1,,0.0,0.1,0.0,0.3,0.0,-0.1,0.2,0.0,0.0,,,0.1,,,0.3,0.1,0.1,0.0,0.9,-0.3,-1.9,0.7,0.0
199709,0.7,0.8,1.0,-0.5,-0.5,-0.8,-0.8,1.2,-0.1,7.1,-0.3,0.0,0.0,-0.3,0.6,0.9,3.1,,0.0,0.0,30.4,-0.4,0.0,0.0,-0.1,-0.5,0.0,,,0.1,,,-0.2,0.0,0.0,0.1,-0.6,-0.1,4.7,-0.2,2.2
199710,0.3,0.2,-0.1,1.3,2.0,-3.3,-3.4,0.0,-0.1,0.8,-0.9,-0.1,0.0,0.1,0.3,0.3,0.1,,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.7,0.0,,,0.1,,,0.4,0.1,0.0,0.0,0.9,-0.3,0.7,0.2,-0.1
199711,-0.7,-1.2,-0.1,-7.1,-8.1,-1.0,-1.0,0.0,0.0,0.6,-0.5,-0.1,0.0,0.2,-0.1,-0.1,0.0,,-0.1,0.1,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,,,0.0,,,-0.2,0.0,0.1,0.0,-0.7,-0.2,0.4,-1.8,0.0
199712,-0.2,-0.3,-0.1,-0.9,-1.0,-0.4,-0.4,-0.2,-0.1,-0.3,-0.7,-0.2,0.0,-0.2,-0.1,-0.3,-0.1,,0.1,0.0,0.0,-0.2,0.0,0.0,-0.2,-0.6,0.0,,,0.1,,,-0.3,0.1,0.0,0.0,-0.7,-0.3,-0.3,-0.3,0.0
199801,-0.1,-0.1,-1.2,5.8,6.9,-0.1,-0.1,-1.4,0.0,-6.9,-0.4,-0.1,-0.7,0.3,0.0,0.0,0.1,,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,,,0.2,,,-0.1,0.0,0.0,0.0,-0.3,0.0,-4.8,1.2,-0.2
199802,-0.1,-0.3,-0.6,1.6,1.8,-0.2,-0.2,-0.4,0.0,-2.0,-0.8,-0.1,-2.5,0.0,0.0,0.0,-0.4,,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.1,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,-0.2,-1.3,0.0,-0.9
199803,0.4,0.8,0.5,1.9,2.3,-0.3,-0.3,0.5,0.0,3.7,-1.0,0.0,0.0,0.0,-0.1,-0.1,0.1,,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.4,0.1,,,0.1,,,0.0,0.0,0.1,0.1,0.0,-0.1,2.5,0.4,0.0
199804,0.2,0.2,0.4,-1.1,-1.3,-0.1,-0.1,0.7,0.2,3.7,-1.0,-0.1,0.1,0.1,0.3,0.4,-0.1,,-4.3,0.4,-0.8,0.1,2.1,-0.1,0.2,0.6,0.0,,,-0.2,,,0.7,0.0,2.0,1.6,0.4,-0.2,2.5,-0.3,-0.1
199805,0.3,0.7,0.1,3.4,4.0,-0.2,-0.1,0.1,-0.1,1.0,-0.6,-0.1,0.0,0.0,-0.1,-0.1,-0.2,,-0.7,-0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.1,,,0.1,0.0,0.1,0.0,0.1,-0.2,0.7,0.8,-0.1
199806,-0.4,-0.7,-0.1,-3.8,-4.4,0.2,0.1,-0.1,0.1,0.0,-0.5,-0.1,0.0,0.2,0.0,-0.1,-0.2,,-0.1,-0.4,0.0,-0.1,0.0,0.0,0.0,0.1,0.1,,,0.1,,,-0.2,0.0,0.0,0.0,-0.4,0.0,0.0,-1.0,-0.1
