iteration,log_likelihood,change_in_log_likelihood,beta1,beta2,beta4,eps1,eps2,eps3,eps4,eps5,eps6,eps7,g_star,lambda1,lambda2,lambda3,phi1,phi2,psi,rho1
76,12.38364911044879,7.398580130413279e-05,1.3105513410395475,-0.3294840691228783,1.9698054676633578,0.0057717793821317545,0.07537420277338608,0.2850416129075702,4.895196429933433,0.04322568551880329,0.006281008981699528,0.15677585159758464,0.009051541431250434,11.789678059379193,-8.301226148350807,-8.568625928399062,1.2926788041982782,-0.5997849431159589,0.0021434269200461074,0.8898464044114235
77,12.383719966055427,7.085560663711021e-05,1.310717165801426,-0.32954583253209513,1.972749224632505,0.005770886844848381,0.07540018721126618,0.2850673641407839,4.894317016441915,0.043242518629844906,0.006280239687350577,0.15678908309424794,0.009051706909499514,11.776317149313044,-8.300039378461719,-8.571989908733805,1.2924135916082675,-0.5992790487689719,0.0021350383991261767,0.8898086187561689
78,12.383757330897975,3.736484254801553e-05,1.3108657651173619,-0.3297812305868269,1.9760510787858216,0.005769664897099236,0.07536873374874098,0.28510939363726595,4.893595056578664,0.04325178389078806,0.006278978590999766,0.1568539155400791,0.00905128829962817,11.761982869188365,-8.298930470867687,-8.577999156177116,1.2921909924431432,-0.5989853940579487,0.002118073366839561,0.8897482513654232
79,12.383764992501304,7.661603328656952e-06,1.3111194798851868,-0.3298014417692392,1.977021032435338,0.005770556064113438,0.07529668109616369,0.2851874778522362,4.892958176344319,0.04325356718988395,0.006278029447709201,0.15684820274026823,0.009051449666682181,11.756588116889564,-8.297528867574963,-8.580121443617054,1.2919444550358445,-0.5987328396742896,0.0021161615215223393,0.8896747144158669
80,12.383786574831477,2.158233017368616e-05,1.3110565796828715,-0.3298388357759728,1.9762757741634034,0.005770496551524904,0.07529563884124563,0.2851599224703776,4.8932544038877275,0.04325214823671579,0.006278263249002229,0.15685700707949957,0.009051405672904347,11.760630706801823,-8.298056819890023,-8.579810401299445,1.292042221365969,-0.5988631315647878,0.0021175842537243263,0.8897222379531293
81,12.38380917172646,2.2596894982740423e-05,1.3111182422835557,-0.3299627339486559,1.9760028342454494,0.00577068873995523,0.07525604507128504,0.2851462420489478,4.893325039236221,0.04325579049371832,0.006278041923828377,0.1568766080683049,0.009051485450685095,11.76298055374846,-8.298144618481503,-8.581482131152253,1.2920274955361088,-0.5988835873920979,0.0021179188403094174,0.8897688419685301
82,12.383847589131598,3.841740513799152e-05,1.3114127677853051,-0.33029348146978926,1.9764396230115564,0.005771266049409561,0.07513620579415914,0.28513923878163616,4.8931261589765125,0.04327043152845832,0.006277047509290722,0.15692299263516807,0.00905186192792942,11.763595328560509,-8.297702621651524,-8.587159282650829,1.2918500629953231,-0.5987448479080804,0.0021172033557219265,0.889836274071817
83,12.383879809565514,3.222043391559737e-05,1.3117564040095722,-0.3306023996862509,1.9774647397923752,0.0057716121709962325,0.07500259582273294,0.28515590642184624,4.892654339813742,0.043293030686755773,0.006275816831976853,0.15695428570252296,0.009052358435876996,11.760508824818478,-8.295967241329643,-8.594046408330057,1.291472936632577,-0.5983275096137948,0.00211681081466889,0.8898326552329084
84,12.38389676017964,1.6950614126542973e-05,1.3119205852926596,-0.3307133104411017,1.9779900173893747,0.005770115230998043,0.07488677166235455,0.2851279093138467,4.893015447455846,0.04330880919045615,0.006275353650884246,0.15701015880886116,0.009051676259094383,11.759958258015114,-8.29499415655771,-8.600853962446548,1.2912544395321712,-0.5982667511095306,0.002113087395337398,0.8899102395086305
85,12.383930035657572,3.32754779321931e-05,1.3120620269992664,-0.33076903940626556,1.9789619906667735,0.00576949349829704,0.07475974105210834,0.285149605750139,4.892988676570618,0.043331595639424784,0.006274873741333257,0.1570132707499793,0.009051833821911172,11.755445861988392,-8.292386368918557,-8.606962335034943,1.290838452203224,-0.5977363764434466,0.0021159391193040613,0.8897743453105427
86,12.383950807380861,2.0771723288959265e-05,1.3119698566827445,-0.33059823727278503,1.9798444454680773,0.005769234394141133,0.0746758618550706,0.28517128055774327,4.893451570181408,0.043348242912443935,0.006275191371278957,0.15702180629316823,0.009051880328956595,11.750758922673445,-8.290191641303634,-8.611688339525937,1.2906032732433435,-0.5972891414189857,0.0021166473701754473,0.8897115499186022
87,12.383963368723693,1.2561342831673983e-05,1.3117128363086918,-0.3303347086917568,1.9793625735813714,0.005769270753755983,0.07462514600718671,0.2851662253307952,4.894363184903136,0.043351668364561786,0.006276220200243272,0.15702910276343707,0.009051833205503984,11.752439085168259,-8.28911099444805,-8.613529678617684,1.290536688642696,-0.5972107327653365,0.0021200122360883833,0.8895905620073065
88,12.383968459802283,5.0910785898139466e-06,1.3115234930088362,-0.3301599707226852,1.9789724846545464,0.005769563520186636,0.07460344457235128,0.28516784115962485,4.894838889695675,0.04334927169164348,0.006276982818831305,0.15704860127837938,0.009051914452558955,11.754096389354826,-8.288663259236635,-8.614497062239796,1.290578565063107,-0.5971600500699065,0.002120931191137734,0.8896163225802562
89,12.383970225907804,1.7661055213835652e-06,1.3114899399528817,-0.33016383705938845,1.9788411850301109,0.005769728531645851,0.07459264252534038,0.2851704875698603,4.894786776563402,0.04334769994516635,0.006277099654265932,0.1570622742126203,0.009051875854792713,11.754766794378497,-8.288510971912439,-8.614926142599264,1.2905574880819504,-0.5971984791972808,0.0021205578677991168,0.8896166575318284
90,12.383970848978596,6.230707914056666e-07,1.3114889528649434,-0.33016687627308205,1.978701385163306,0.005769840518272745,0.07459466179363725,0.28516952318616695,4.8947179808912775,0.043346788649825385,0.006277147283537338,0.1570649197314159,0.009051917513327628,11.755381022508907,-8.288519986724621,-8.614710513724408,1.2905652466580388,-0.5972162319602822,0.002120871302941503,0.8896261211794917
91,12.38397274449077,1.8955121738883918e-06,1.3114750197915532,-0.3301496452516381,1.9782289336808847,0.005769924933910192,0.07459575681544967,0.28516280104812497,4.8944951456582055,0.04334667251058628,0.006277397932003806,0.15707196024905926,0.009051963607332568,11.757113293065437,-8.288168096812939,-8.61421922605349,1.2905686333834867,-0.5972289769177253,0.0021224840651163086,0.8896315135929014
92,12.383973821433697,1.0769429277246445e-06,1.3114575621704632,-0.33014832283090384,1.977774419382972,0.005769457454117157,0.07458731847977457,0.28515484706847455,4.894243075181139,0.043351958668491834,0.006277581472414211,0.1570783467188416,0.009051942215948197,11.758052003492336,-8.287030019902955,-8.614374049214673,1.2905243855771154,-0.5971458107965603,0.0021237331317184712,0.8896289321816809
93,12.383974895718943,1.0742852456502305e-06,1.3113724983213544,-0.33002888676604875,1.977071686093485,0.00576948574357134,0.074597202913924,0.2851495363661439,4.894214232329162,0.04335015729587682,0.00627810373637666,0.1570834405840866,0.00905191937526915,11.760073583696949,-8.286345003140726,-8.613400894451878,1.2905454104223348,-0.5971814238492066,0.002125015521422447,0.889602007306094
94,12.383975567060856,6.713419136161747e-07,1.3114007843272524,-0.3300590619166616,1.9773757431239576,0.005769365541814739,0.07459073082094009,0.285153372103227,4.8942748641251335,0.04335237656625631,0.00627788542821282,0.15707955244029417,0.009051886183893213,11.758758128500917,-8.286273473225263,-8.6139932221488,1.2905144796277022,-0.597137357279219,0.0021241307265310854,0.8895997272136484
95,12.383977052690437,1.485629580244563e-06,1.3114275235303494,-0.3300844086951278,1.9773434555822529,0.005769578657935659,0.07457833763391332,0.2851574577958149,4.894325259645109,0.04335647060414891,0.006277696380954819,0.1570748479570886,0.009051846249782888,11.757839219939894,-8.285258565196614,-8.614664937994444,1.290441883260986,-0.5970479262859391,0.0021236566595629735,0.8895973560283115
96,12.383978325001134,1.2723106976864074e-06,1.3114956141814795,-0.33015219737262097,1.976692535161136,0.005769039610269761,0.07451994359253893,0.28515639130380177,4.894707772104249,0.043365983392739185,0.006277205294567819,0.15708525999407477,0.009051766473575364,11.757220772792438,-8.281790882632858,-8.617640019767704,1.2902359534346732,-0.5968777054830234,0.002121394024701552,0.8896226795195837
97,12.383980600486112,2.2754849773320984e-06,1.311478978205265,-0.3301478651584619,1.975803098918544,0.005769521764048682,0.07455826596960824,0.28515364689983325,4.895088604542636,0.04336080093543136,0.006277094849346485,0.15706205064175952,0.009052008355830104,11.758476115169348,-8.280913751188006,-8.61552816578722,1.2903530357978914,-0.5969294120882844,0.002121521184356928,0.889568742549345
98,12.383982449773468,1.849287356137097e-06,1.3114357760992017,-0.33010179896042824,1.9752184580084498,0.0057697348628112525,0.07457626663843266,0.2851530240352558,4.895050926392538,0.043355208941790103,0.006277364236382556,0.15706686686032711,0.00905182602689577,11.760434597243112,-8.281018133581052,-8.614392951191201,1.2904505745345909,-0.5970264798706765,0.0021222193439783023,0.889562482791053
99,12.383983540004728,1.0902312599370134e-06,1.3113919093741229,-0.33005992425416586,1.9742894844015326,0.005769777563427509,0.07458768516391844,0.2851484595605713,4.895108385315348,0.04335016280397898,0.006277592177918684,0.15707256625493482,0.00905186062917289,11.762639434605596,-8.280339090514833,-8.613605548708271,1.290534267893391,-0.5971191324697982,0.002122818962899039,0.8895475411782937
100,12.383984420855448,8.808507203639238e-07,1.311358557791047,-0.33002698020117577,1.9736619438470067,0.005769778037260131,0.0745880307505306,0.28514476477393347,4.895221390708881,0.04334766440407334,0.006277695678591015,0.15707387378722526,0.009051823899432888,11.763246413888597,-8.27964505557986,-8.61374081702257,1.290588439699489,-0.5971575171654651,0.0021231196218222514,0.8895475451233
101,12.383985764543619,1.343688170507562e-06,1.3112699850622636,-0.329968525857427,1.972466342509322,0.005769762399079851,0.07457701597691636,0.28513917828556573,4.895449917113812,0.04334265412196339,0.0062779066156475535,0.1570787318558624,0.009051674183741188,11.763541684623222,-8.278187093640684,-8.61490242300942,1.2906596170879068,-0.5972513652106259,0.0021235842929379746,0.8895106362503746
102,12.38398741906655,1.654522931104907e-06,1.3112800356213552,-0.32996226467094264,1.9719220288153982,0.005769567787553477,0.07456686240313587,0.2851342970600379,4.8954376338525325,0.04334219425792203,0.006277864645786705,0.157076354281754,0.009051682276237451,11.762365632632852,-8.277492426468209,-8.616224953746618,1.290713805928341,-0.5972574024871864,0.0021243725630434003,0.8894907558793326
103,12.38398854814712,1.129080569484131e-06,1.311302053016849,-0.32998009234169706,1.971679028023264,0.005769570622179611,0.07455789398934143,0.28513578790934,4.895364514845165,0.0433423512156188,0.006277772153877766,0.1570741367177168,0.00905174047476326,11.760958517618308,-8.277239045306734,-8.61738370610287,1.2907330848365268,-0.5972612363828437,0.0021248685972531105,0.8894583568617184
104,12.383989340716225,7.925691054566641e-07,1.3113309477342465,-0.33002845712408446,1.9717193466193348,0.005769615299333047,0.07454751276686986,0.2851439868736599,4.895188065977195,0.04334481303356077,0.006277671386158541,0.15707620929064842,0.009051899323737785,11.759264824041853,-8.277535465388931,-8.618572274591758,1.2907206330094614,-0.5972254779256213,0.0021249983244532263,0.8894561005630758
105,12.383990301206277,9.60490051937768e-07,1.3113804562732059,-0.3300659615484369,1.9717433070781512,0.005769754153582721,0.07452963237112925,0.28515458765517376,4.89505210137442,0.043347627687263045,0.006277511441849707,0.1570785192615055,0.009052038584973218,11.757164707917013,-8.277502600953023,-8.620198533708596,1.2906617934424447,-0.5971883206728069,0.0021247694578849503,0.8894244865668965
106,12.383991052525754,7.513194777430954e-07,1.3113878347515207,-0.33007032036440137,1.9716205600220034,0.005769843972149616,0.07452829048208452,0.2851595144278101,4.8950689713666495,0.04334775754596551,0.0062774970253609425,0.1570802393742292,0.009052072442985816,11.756646108374664,-8.277593472953637,-8.62046092467189,1.2906416169260249,-0.5971758765412961,0.0021242813613459254,0.8894127214005425
107,12.383993131937448,2.079411693500788e-06,1.3113880485377796,-0.33007190493847816,1.9707819901383363,0.005770051584617064,0.0745367922221298,0.28517021351429617,4.895243855424539,0.043346135908032934,0.006277553076339244,0.15708604951154154,0.009052090117233912,11.755762377088022,-8.277917141949048,-8.620519977490524,1.2906102815275964,-0.5971527919951081,0.0021224202017164494,0.8893706071337439
108,12.383994658460779,1.5265233308525694e-06,1.311433737776138,-0.33012929767849125,1.9701424881556608,0.005769925711464629,0.07452949421147408,0.28517433296621647,4.89525230398133,0.04334912947772596,0.006277453103828996,0.15709189840104656,0.009051932783322635,11.752595539042666,-8.278583141607673,-8.621997528161268,1.290530049948289,-0.5970854836905086,0.002120749866416759,0.889330296122667
109,12.383995527713424,8.692526449749494e-07,1.3114748524328197,-0.33017122768126067,1.9698604645746352,0.00576991748666906,0.07452992944230859,0.2851608860148911,4.895274498783747,0.04335353847141348,0.006277442239874274,0.15709213381219217,0.009052122949478505,11.752194874880107,-8.278920547629982,-8.621460045592443,1.2904681437691936,-0.5970335371262766,0.00212074013944892,0.8892822237545428
110,12.383996681637257,1.153923832930559e-06,1.3114906925339849,-0.3301940116348505,1.9691057887636996,0.005769721412975242,0.07452406593506264,0.28514972303650626,4.895323412171972,0.043356727490927185,0.0062775005454317155,0.15709485803652934,0.009052023983856084,11.750968367424724,-8.279161663633698,-8.62177200157366,1.290436598564327,-0.5970030576628197,0.002120885712503686,0.889261233957032
111,12.383998022134055,1.3404967980079618e-06,1.3114754473346084,-0.33018690887240104,1.9686087429445143,0.0057695001214979405,0.07451963122484437,0.2851498388287758,4.895383258642297,0.04335788267517077,0.006277588665054646,0.15709360652484683,0.009051748105820474,11.750949030250851,-8.279397780178115,-8.621141454788551,1.2904251253672636,-0.5969754599384901,0.0021216079661497012,0.889262952487114
112,12.38399906980054,1.0476664851211126e-06,1.3114512914564744,-0.33016588936882707,1.9679558466825435,0.005769414770599141,0.07451184554572397,0.2851520031924221,4.895489013787684,0.04335969380792796,0.00627766999189144,0.1570909319130458,0.009051618070708506,11.751121411097355,-8.279457877887161,-8.620240096422656,1.2904083791989578,-0.5969449180353927,0.0021225212169727558,0.8892493147209631
113,12.383999904906329,8.351057889655067e-07,1.3113844807072637,-0.3301226175914539,1.966631626582382,0.005769435280267897,0.07449171833231671,0.2851546873048125,4.895709023272483,0.04336308622273264,0.006277723935971771,0.15708977598873908,0.009051597154090544,11.750485520581513,-8.279405646805015,-8.619450249107016,1.2903757359169084,-0.596912249043336,0.002123012605619394,0.8891942839614807
114,12.384000316800815,4.1189448651834937e-07,1.3113869871545762,-0.3300951804163583,1.9660844519438143,0.005769558138345772,0.07447763734021368,0.2851575329028989,4.895721349113558,0.04336686262002912,0.006277674814762916,0.1570893171795323,0.009051895511365258,11.74986913708748,-8.27955406781959,-8.61907769114661,1.2903747110335226,-0.5968669119922758,0.0021235383936016234,0.889167566173426
115,12.384000651719052,3.3491823714371094e-07,1.3113849024401012,-0.33010074505214415,1.9661776086359273,0.0057696117522279345,0.07447308172341163,0.2851598725615428,4.895689415177548,0.043366773056028485,0.006277607340713195,0.1570909832562737,0.009051928272134779,11.749257134465207,-8.279482001870965,-8.619718249742306,1.2903710767544718,-0.5968751241705545,0.0021231192299397106,0.8891599910580172
116,12.384000714622584,6.290353127269555e-08,1.3113925977929848,-0.3301099501001476,1.9669254947295067,0.005769642406598967,0.07447320492674907,0.2851619836784153,4.895567628676432,0.04336465245309672,0.006277490595853218,0.1570930040481643,0.009051901026829307,11.749059780652482,-8.279292408095502,-8.620702299437779,1.2903924426213753,-0.5969131401405658,0.002122578734244009,0.8891775549398654
117,12.384001055764706,3.411421225507638e-07,1.3113806139593849,-0.33008970554199074,1.9665502259270085,0.0057695474001560896,0.07446531146974009,0.2851591626095521,4.895633876400517,0.04336548104674967,0.006277488611698807,0.15709478760062986,0.009051740583187364,11.748893145103317,-8.279320657752052,-8.62034553311817,1.2903940921255923,-0.5969063282619435,0.002122865051395084,0.8891612184838489
118,12.384001314146817,2.583821103741002e-07,1.3113562688788631,-0.33006105415166764,1.965900170652652,0.005769506589196816,0.07444846273332495,0.28515610136627967,4.895725089115237,0.04336790805874671,0.006277445162367472,0.15709828967745587,0.009051689832942574,11.748418439079662,-8.27936859610019,-8.619810962100015,1.2904067009634317,-0.596883720773039,0.002123352140313859,0.8891305572256641
119,12.384001730703394,4.1655657767591947e-07,1.3113651975788199,-0.33007543521035354,1.9661199911327543,0.005769604205064144,0.07444241743872519,0.2851567750472546,4.895703536347785,0.043368270836741385,0.0062773461786961495,0.15710383219948432,0.009051842496969997,11.748235853838585,-8.279397344901966,-8.619836072553271,1.2904292870181457,-0.5968877395027911,0.0021232658631426178,0.8891441778774343
120,12.384002144600679,4.1389728444585216e-07,1.3113677969990425,-0.33008084771737173,1.9661874862504078,0.005769621389934939,0.07442530180278459,0.28515624967613307,4.895721529594314,0.043368533411580285,0.006277191701246282,0.15711463435086692,0.009051840339422908,11.747464452070133,-8.279380521762164,-8.620080796615236,1.2904534929019769,-0.5969088205314662,0.0021230528380709506,0.8891484876621466
121,12.384002391562216,2.4696153744230287e-07,1.3113960004616683,-0.33010530658554793,1.9661813910847519,0.005769578840114413,0.07440826065218001,0.2851646441943116,4.895744906066145,0.04336796157146575,0.006277146044173833,0.15712610735972657,0.009051897339877702,11.746686580988051,-8.279540223316118,-8.620029689206412,1.2904626021319112,-0.5969288605803243,0.002122965997270006,0.8891382826756803
122,12.384002455878452,6.431623589264746e-08,1.311401376007437,-0.3301127212242762,1.9662423091119632,0.005769584296670865,0.07441349572152196,0.2851637796673594,4.89575540379298,0.043367289876322296,0.00627722621317526,0.1571245399887113,0.009051815066916285,11.746820519245817,-8.279552112182708,-8.620084495840638,1.2904549703738148,-0.5969356552169655,0.002122679395931808,0.8891533812674076
123,12.384002494817658,3.8939205637689156e-08,1.3114051860081637,-0.3301164031038904,1.966187965638654,0.005769581479184061,0.07441347660933799,0.2851621212469792,4.895762221775514,0.04336752596885235,0.0062772788735964286,0.15712386612100143,0.009051790049035748,11.746780985729552,-8.27959574587442,-8.620015936745633,1.2904558850300796,-0.596930321573209,0.002122615546743552,0.8891491272763985
124,12.384002527999765,3.31821077281802e-08,1.31142144075649,-0.33013219956582723,1.9661761523145045,0.005769583649311837,0.07441434573459542,0.2851609845792293,4.895768036427713,0.043367709118513335,0.006277438949054462,0.15712235095220287,0.009051791699104791,11.746704434127444,-8.27974643169725,-8.619814317661596,1.2904593444668606,-0.5969263575966675,0.0021223187264057704,0.8891427561521587
125,12.384002536911572,8.911806403943956e-09,1.3114248038014191,-0.3301334209317513,1.9661434563344484,0.005769596608983909,0.0744119827387597,0.2851614612178852,4.895769066856191,0.04336791356319039,0.006277451242442115,0.1571227748124951,0.00905181169931389,11.746474378345821,-8.27977367932584,-8.619887418991507,1.2904607510583392,-0.596924464002261,0.0021221833559980623,0.8891417618207553
126,12.384002557989266,2.107769425663264e-08,1.3114235247693875,-0.33013395937192774,1.9661646183205868,0.0057695850057882655,0.07440932401785429,0.28516280503229496,4.895767150126565,0.043367735401405774,0.006277416065666522,0.15712427510935936,0.009051809418827668,11.746292781044197,-8.279763049701332,-8.620004660784888,1.2904614343230183,-0.5969289054084544,0.002122141916999037,0.8891431213644284
127,12.384002561969032,3.979765850203876e-09,1.3114211422303323,-0.3301339370949861,1.9661285011052292,0.005769569086310674,0.07440779684417058,0.28516321785747056,4.895774034600525,0.04336774685237593,0.006277413974937457,0.15712472660765264,0.009051789623609637,11.746198847507127,-8.279771787508958,-8.620004680117415,1.2904606820712834,-0.5969301155300044,0.0021221383275440487,0.8891416834479696
128,12.384002567878717,5.909685185656599e-09,1.3114216020237421,-0.33013366461088567,1.9661177699666923,0.00576956981225769,0.07440586606139245,0.28516394253817384,4.895773556834867,0.04336786337088612,0.006277405653093497,0.1571252348736526,0.009051805791653583,11.74605239979045,-8.279786633472959,-8.62003464038626,1.2904619818621623,-0.5969300325525622,0.002122114486042467,0.8891402529888833
129,12.384002568985492,1.1067751159998807e-09,1.311422489868583,-0.3301335701568509,1.9661034906896175,0.005769571732305612,0.07440248981880228,0.2851650644213277,4.895772591398995,0.04336804645268806,0.006277392292724781,0.15712614956524604,0.009051829751028459,11.745785218777618,-8.279811181276754,-8.620103433360534,1.2904643308760815,-0.596930252719646,0.002122050404736072,0.8891383151673883
