iteration,log_likelihood,change_in_log_likelihood,beta1,beta2,beta3,eps1,eps2,eps3,eps5,eps6,eps7,g_star,gamma,lambda1,lambda3,phi1,phi2,phi3,psi,rho
74,549.2790869680177,1.5701658639954985e-06,-0.3811625539685613,-1.2019542531893683,-0.6527037101591191,0.00430698577932824,1e-05,0.33485796199485746,0.005643426837531217,0.0041839590371639266,0.15977024281511137,0.007482409347156498,0.004692278896067891,3.750992021716578,-29.935461030955164,1.2956061333766908,-0.3649293593226594,-0.0004937661103367278,0.025457470742791772,0.6262820587461059
75,549.2790919636602,4.995642484573182e-06,-0.3812039156311614,-1.2018827917802264,-0.6527391358346828,0.004307567823395854,1e-05,0.33484939337498065,0.005643009268543465,0.00418383651812488,0.15977024281511137,0.007482293348700463,0.004698206733530231,3.7526427407714036,-29.934975233076372,1.2956392961050602,-0.3649769976353044,-0.0004938219507249306,0.025458015094474287,0.6263126509658667
76,549.2790952333809,3.2697206506782095e-06,-0.38117995473272237,-1.201847284558323,-0.6527589866794884,0.004307745228548524,1e-05,0.3348391019030425,0.00564279414645264,0.004183700449778718,0.15977024281511137,0.007482265993437473,0.004702639215606579,3.753821522639747,-29.933929842102177,1.2956685190714115,-0.3650204931236103,-0.000493842915978902,0.02545681429502592,0.6263226001510765
77,549.2790974281089,2.1947280401946045e-06,-0.3811821419920474,-1.2018769161444103,-0.6527261427011962,0.00430753252842542,1e-05,0.33482578894936377,0.005642091963585753,0.0041834962917620625,0.15977024281511137,0.007482200497266933,0.004706955461491374,3.7549431895304664,-29.932309179114963,1.2957110820570283,-0.36507354027729816,-0.0004938127810668345,0.025451936777650955,0.6264109456279634
78,549.2791009361738,3.508064878587902e-06,-0.3811012794193744,-1.2018836789839815,-0.6527169673455199,0.004307405765615879,1e-05,0.3348152678352242,0.0056425468131999215,0.00418354806947738,0.15977024281511137,0.00748220969354479,0.004708037665193671,3.755051726903615,-29.93131485966913,1.2957102818245532,-0.36509393363042825,-0.0004938332861242321,0.025449846529160127,0.6263648173914096
79,549.2791021844489,1.2482751117204316e-06,-0.38107567683789245,-1.2018970788558203,-0.652696566815273,0.004307267773121344,1e-05,0.3348149344130837,0.005642839295548745,0.004183608629843705,0.15977024281511137,0.0074822544686319135,0.004708739214971218,3.755086966831776,-29.931011746206654,1.295713938851355,-0.3650900687935505,-0.0004938226223139508,0.025449214299859548,0.6263494226673849
80,549.2791043502434,2.165794512620778e-06,-0.38106009314288697,-1.2019434354019558,-0.6526620148068911,0.004307104910493919,1e-05,0.33481635299457757,0.005643216438126885,0.004183894961252098,0.15977024281511137,0.007482318691121667,0.004709602568386163,3.7548431908055404,-29.930557233948043,1.2956948649203168,-0.3650749307800355,-0.0004938180031320947,0.02544696886817869,0.6263457648969544
81,549.2791061585226,1.8082791939377785e-06,-0.38105546083733766,-1.2019763972596524,-0.6526560277650073,0.004306999079522013,1e-05,0.3348138334212626,0.00564340207275735,0.004184323748185385,0.15977024281511137,0.007482288698917456,0.004712227388273905,3.7548179064173826,-29.93001691250235,1.2956891185172879,-0.3650289130635844,-0.0004938518773857254,0.02544499815506166,0.6263565785499016
82,549.2791084513194,2.2927968075237004e-06,-0.3810742371064912,-1.2019909480468909,-0.6526378388304214,0.004306942474474282,1e-05,0.33481804509885,0.005643542536146378,0.004184696572622557,0.15977024281511137,0.007482317434689894,0.004717275797260406,3.7553504932014863,-29.929382832461528,1.2956634926972443,-0.3650234875081751,-0.0004938470790292878,0.025442851045219466,0.6263800265852717
83,549.2791112737771,2.8224576453794725e-06,-0.38109380910381435,-1.2019966217814182,-0.6526655695796191,0.004306826156156075,1e-05,0.33482465579589576,0.0056435357488794835,0.0041853362483728895,0.15977024281511137,0.007482217744481124,0.004721954145585172,3.7552830464060785,-29.929287125095545,1.2955917121695562,-0.36497621968732774,-0.0004937993101861853,0.025442491911601053,0.6263966658403255
84,549.2791124526856,1.178908519250399e-06,-0.38110322776794,-1.201997065116302,-0.6526711333402561,0.00430666067409445,1e-05,0.33483168203019686,0.005643344874301748,0.004185531031786666,0.15977024281511137,0.007482162731160499,0.004724496398339369,3.755335142854098,-29.92910333729217,1.2955624151814713,-0.364960671048315,-0.0004939282006468535,0.025441763902174782,0.6264251907513425
85,549.2791133628468,9.101612477024901e-07,-0.38111518767627245,-1.2019791855090933,-0.6526975515091474,0.004306619942489788,1e-05,0.3348369536943378,0.00564320254801356,0.004185592888997462,0.15977024281511137,0.007482112708660378,0.004723791236494978,3.7549561298114007,-29.929720391080636,1.29554036804647,-0.36493359027033595,-0.0004939123739996832,0.025443637493212972,0.6264246034433206
86,549.2791150616201,1.6987733033602126e-06,-0.3811131385776434,-1.201937903176134,-0.6527125939015358,0.004306514897086462,1e-05,0.33483868922337395,0.005643168219099501,0.004185698069092722,0.15977024281511137,0.007482182171985116,0.00472656000331192,3.7549510595227447,-29.9299323605484,1.2955170721415576,-0.3649041825122277,-0.0004938844953232557,0.02544457544916115,0.6264291962065375
87,549.2791174157786,2.3541584823760786e-06,-0.3810788195270865,-1.2018134469438961,-0.6527332464184442,0.004306090635185089,1e-05,0.3348412821858262,0.005643251714375151,0.004186016045774715,0.15977024281511137,0.007482425553655016,0.0047369883754256,3.7550500835964975,-29.93011739153839,1.2954402525124553,-0.36482219593741344,-0.0004938814003214842,0.025445944196080844,0.6264426635354328
88,549.279120756335,3.3405564181521186e-06,-0.38104512173587346,-1.2018003159980246,-0.6527136789679352,0.004306211351396351,1e-05,0.33483323449361324,0.005643421814392998,0.004185777016228176,0.15977024281511137,0.007482088247954022,0.004738423079990195,3.7547164304006895,-29.930408483254084,1.295434017955842,-0.36481482648035485,-0.000493869863107519,0.02544632975179698,0.6264395419008251
89,549.2791275735248,6.817189728280937e-06,-0.3809388433827706,-1.2017913791159165,-0.6526499556637195,0.0043064390283909,1e-05,0.33481538036658437,0.005643705196914649,0.0041851146929997645,0.15977024281511137,0.007481945012175468,0.004744838284947849,3.753689074350342,-29.93068372587092,1.295405169637395,-0.36478866055354653,-0.0004938819129036764,0.02544539187599653,0.6264420957172554
90,549.2791338823708,6.3088460819926695e-06,-0.38081856876641645,-1.2018037860037343,-0.6525884349737786,0.004306629778864503,1e-05,0.3348040024200468,0.005644018886516776,0.004184666239918035,0.15977024281511137,0.007481910490091991,0.004758049285618532,3.7518927390103762,-29.930983543208633,1.2953170447328344,-0.36469723307719665,-0.0004938943341802383,0.025443652600052113,0.6264385903895341
91,549.2791402073503,6.324979494820582e-06,-0.380795767333551,-1.20185558292919,-0.6525548969448677,0.004306827174164826,1e-05,0.33481343545367576,0.005644106377848631,0.004184195664290158,0.15977024281511137,0.007482057510974335,0.0047674866741091605,3.7502612486126763,-29.93131431165576,1.2952801698443226,-0.3646491513127807,-0.0004938657083796478,0.02544252239173445,0.6264275066270628
92,549.2791427618399,2.5544895834173076e-06,-0.38081123583133286,-1.201869194973522,-0.6525854528237827,0.0043071886816211285,1e-05,0.33481371160833817,0.005644560840601249,0.004184090255139658,0.15977024281511137,0.007482170552190784,0.004772308675875171,3.748888944110185,-29.93224025334815,1.2952566629401259,-0.36460780032370915,-0.0004939069339495784,0.025444665863852564,0.6263641284219786
93,549.27914971821,6.956370043553761e-06,-0.38085917953577547,-1.2019408876596611,-0.6525826437562389,0.004307334398498811,1e-05,0.3348435755038101,0.005644537842611942,0.00418350921473371,0.15977024281511137,0.0074823890497364,0.004786982079472926,3.7463323674773386,-29.933032660593696,1.29521415732578,-0.3645442849722618,-0.0004938110909362698,0.025444496779448298,0.626345778280357
94,549.2791527881359,3.069925924137351e-06,-0.3809200053480664,-1.2019604529100776,-0.6526150940537507,0.004307208402844818,1e-05,0.3348527001691554,0.005644516613574723,0.004183497163976106,0.15977024281511137,0.0074823140651000385,0.004792581622389158,3.745526088703517,-29.933120808293808,1.295223280332252,-0.3645435308672234,-0.0004937598503730083,0.0254446615590351,0.6263430955361905
95,549.2791559447821,3.1566462439514e-06,-0.3810289117992489,-1.2019871332936676,-0.6526759183199655,0.0043069573394212595,1e-05,0.3348603656711173,0.005644403429135116,0.004183511906836856,0.15977024281511137,0.007482150115802676,0.004799085976268861,3.7444068866995064,-29.93309209697106,1.2952655181383244,-0.36457199536253143,-0.0004937672400100524,0.025444965246782254,0.6263437458523549
96,549.2791565745543,6.297722165982123e-07,-0.38104307379263375,-1.2019907705415696,-0.6526868267290536,0.004306995061515533,1e-05,0.3348548869673141,0.00564454450882218,0.004183521737871816,0.15977024281511137,0.007482141573295972,0.0047999324661429634,3.7440723761195627,-29.933067690896028,1.2952806211978267,-0.3645903974514672,-0.0004936693931617219,0.02544514836316783,0.626327046361101
97,549.2791581376815,1.56312717081164e-06,-0.3810934378461461,-1.2019961505232157,-0.6527148264771937,0.004306860298289273,1e-05,0.3348498085849711,0.00564448206095475,0.004183570960167263,0.15977024281511137,0.007482082235273923,0.004799879422805387,3.7439007858254247,-29.932774531204345,1.295328826199422,-0.36463845119539373,-0.0004937065583602679,0.025445080341413098,0.6263288634775425
98,549.2791605307445,2.3930630277391174e-06,-0.3811323819830599,-1.2019979162061374,-0.6527281326355544,0.004306841052859528,1e-05,0.33483433316092054,0.005644424432600447,0.004183506826385923,0.15977024281511137,0.007482122392216775,0.004800668035815954,3.743293172996119,-29.932174670209363,1.2954122133142458,-0.36471553596719014,-0.0004937518304671868,0.02544451030869911,0.626321388884813
99,549.2791622649686,1.7342240425932687e-06,-0.3811261709237024,-1.2019972548705231,-0.6527177791198778,0.004306966867987442,1e-05,0.33482122432294825,0.00564435432937752,0.004183289194221366,0.15977024281511137,0.007482210692010785,0.004805732216948409,3.7420487965582176,-29.931604386382396,1.2954721086816248,-0.36476898140155034,-0.0004937707441343837,0.0254434438571715,0.6263116807225945
100,549.2791639588626,1.6938939779720386e-06,-0.3810913963547597,-1.2019751566047054,-0.6527150089220126,0.004307148646526282,1e-05,0.334815284805982,0.00564412648802107,0.004183208904911557,0.15977024281511137,0.007482263235757909,0.004809157680367236,3.741149232035079,-29.93102485993948,1.2955269105098635,-0.3648106364985608,-0.0004937714645714575,0.02544286295460826,0.6263076220911868
101,549.2791648969362,9.380736400999012e-07,-0.38105520502509244,-1.2019587018775204,-0.6527014115834102,0.004307264678988359,1e-05,0.3348190360763477,0.0056439799570316695,0.00418314129184027,0.15977024281511137,0.00748227249484355,0.004813254256805973,3.740271303406035,-29.930571662374575,1.2955517340358476,-0.3648602301929489,-0.0004937843950706634,0.025442190259440056,0.626303803217614
102,549.2791665045736,1.6076373867690563e-06,-0.3809942992255936,-1.201918025905476,-0.6526990324214865,0.004307426422125215,1e-05,0.33482368900965065,0.005643751613574991,0.004183231720356626,0.15977024281511137,0.0074822588350603545,0.004814526212796619,3.7398379318079336,-29.93015656145573,1.2955968043820467,-0.3648843287904721,-0.0004937649200977681,0.02544223849005195,0.6263044473027196
103,549.2791671667726,6.621989996347111e-07,-0.3809655048548076,-1.2019007101213528,-0.652697187242062,0.004307446960793565,1e-05,0.33483364757410283,0.005643751888164376,0.0041833239536655745,0.15977024281511137,0.00748224447448452,0.0048159123159834056,3.739479102703318,-29.930088497917975,1.2956191914760011,-0.3648975920742066,-0.0004937496537435558,0.02544251475750852,0.6262999474535486
104,549.2791675421562,3.7538359265454346e-07,-0.38095950418980706,-1.2018960127168143,-0.6526926050922077,0.004307281142864774,1e-05,0.33484133954576606,0.005643734616803265,0.004183399078689818,0.15977024281511137,0.007482190924404305,0.004816487773958804,3.7391639925953197,-29.929933932656702,1.2956607425362952,-0.36493452586226044,-0.0004937358923250484,0.025442478641199077,0.6263027178639723
105,549.2791677314569,1.893007492981269e-07,-0.38094504545638247,-1.2018980178713206,-0.6526877813342158,0.004307206184775177,1e-05,0.33484412470312924,0.005643958880106796,0.004183518788074895,0.15977024281511137,0.007482165200149736,0.004814969233008888,3.739226064945458,-29.930131684407534,1.2956677635198104,-0.3649407935697936,-0.0004937512196853623,0.02544297921361075,0.62628611358383
106,549.2791678153712,8.391430128540378e-08,-0.3809551227202511,-1.2019032573376,-0.6526874196155243,0.004307175170208991,1e-05,0.33484200316322776,0.00564389252423085,0.004183502757824785,0.15977024281511137,0.00748218942239613,0.004814737856311101,3.739273601047457,-29.930101106725267,1.2956687447203834,-0.36494325768307234,-0.0004937524070556714,0.025442845673776734,0.6262901235540699
107,549.2791678975145,8.214328772737645e-08,-0.38096425589561467,-1.2019136556615162,-0.6526855348210129,0.004307142327846273,1e-05,0.33484025798048145,0.005643817956799917,0.004183544236222752,0.15977024281511137,0.007482217753975672,0.004813935601362211,3.739322744339226,-29.930122700458412,1.2956751975645562,-0.364950959409329,-0.0004937569389554089,0.02544285703470806,0.6262913812429004
108,549.279167983061,8.554650321457302e-08,-0.3809625277518461,-1.2019231830042845,-0.6526808496996791,0.004307148172268329,1e-05,0.33483979728621205,0.00564371108770929,0.004183639900964983,0.15977024281511137,0.007482229274148789,0.004813164448133437,3.739240691302843,-29.93023735253354,1.295685610256698,-0.36495974818063354,-0.0004937770562484404,0.025443043873018326,0.6262909252858182
109,549.2791680127707,2.9709667614952195e-08,-0.3809635411291686,-1.201930183039216,-0.6526787428751615,0.004307150825591604,1e-05,0.3348390804370825,0.005643703851096868,0.004183689784105569,0.15977024281511137,0.007482233988208479,0.00481247781579621,3.7392614458906417,-29.93036181699768,1.2956847908985307,-0.36495968884360336,-0.0004937651091309764,0.025443205172106242,0.6262885796412836
