Section/Chart Name,,MCT Common to all,,,,Trend Inflation,,Sector Aggs,,,Sector Specifc,,,,,
Top-Level-Route,,MCT,MCT,MCT,MCT,trend-inflation,trend-inflation,decompositions#sector-aggregates,decompositions#sector-aggregates,decompositions#sector-aggregates,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific,decompositions#sector-specific
Radio Button Routes,,,,,,,,,,,all: goods,all: goods,all: services-ex-housing,all: services-ex-housing,all: housing,all: housing
column name,Date,MCT,MCT,MCT,MCT,Headline PCE inflation (YoY),Core PCE inflation (YoY),Goods,Services ex. housing,Housing,Goods: Common,Goods: Sector-specific,Services ex. housing: Common,Services ex. housing: Sector-specific,Housing: Common,Housing: Sector-specific
,1/1/1991,3.56,3.86,4.18,2.04,4.48,4.15,0.97,1.08,-0.01,0.56,0.39,0.69,0.36,-0.02,0.02
,2/1/1991,3.44,3.71,4.03,1.88,4.08,3.93,0.94,1,-0.03,0.53,0.39,0.64,0.33,-0.02,-0.01
,3/1/1991,3.27,3.56,3.86,1.73,3.71,3.65,0.89,0.9,-0.06,0.48,0.4,0.56,0.3,-0.02,-0.03
,4/1/1991,3.23,3.52,3.8,1.69,3.68,3.55,0.86,0.9,-0.07,0.46,0.38,0.55,0.32,-0.02,-0.04
,5/1/1991,3.18,3.46,3.76,1.63,3.87,3.65,0.82,0.89,-0.08,0.44,0.37,0.53,0.32,-0.02,-0.05
,6/1/1991,3.06,3.34,3.63,1.52,3.59,3.47,0.77,0.84,-0.09,0.4,0.36,0.48,0.33,-0.01,-0.07
,7/1/1991,3.02,3.29,3.56,1.46,3.5,3.52,0.75,0.8,-0.09,0.37,0.35,0.45,0.32,-0.01,-0.07
,8/1/1991,3.02,3.29,3.56,1.46,3.05,3.38,0.72,0.8,-0.07,0.36,0.34,0.44,0.33,-0.01,-0.05
,9/1/1991,3.03,3.3,3.58,1.47,2.78,3.43,0.71,0.8,-0.04,0.36,0.33,0.44,0.34,-0.01,-0.02
,10/1/1991,2.94,3.23,3.5,1.4,2.38,3.31,0.64,0.74,0,0.3,0.32,0.37,0.35,-0.01,0.02
,11/1/1991,2.92,3.2,3.48,1.37,2.48,3.37,0.63,0.72,0.02,0.29,0.32,0.36,0.33,-0.01,0.03
,12/1/1991,2.91,3.18,3.44,1.35,2.64,3.48,0.6,0.72,0.02,0.28,0.31,0.34,0.35,-0.01,0.03
,1/1/1992,2.82,3.1,3.36,1.27,2.39,3.25,0.59,0.69,-0.02,0.27,0.3,0.33,0.33,-0.01,-0.01
,2/1/1992,2.82,3.09,3.36,1.26,2.6,3.25,0.6,0.71,-0.05,0.29,0.29,0.35,0.32,-0.01,-0.03
,3/1/1992,2.81,3.07,3.34,1.24,2.82,3.29,0.59,0.72,-0.07,0.29,0.29,0.36,0.33,-0.01,-0.05
,4/1/1992,2.77,3.04,3.3,1.21,2.91,3.42,0.59,0.71,-0.1,0.29,0.28,0.36,0.32,-0.01,-0.08
,5/1/1992,2.61,2.87,3.14,1.05,2.63,3.16,0.54,0.63,-0.12,0.25,0.27,0.3,0.3,-0.01,-0.11
,6/1/1992,2.55,2.82,3.08,0.99,2.63,3.01,0.51,0.61,-0.14,0.24,0.26,0.29,0.3,-0.01,-0.12
,7/1/1992,2.59,2.85,3.13,1.02,2.81,3.09,0.51,0.65,-0.14,0.25,0.24,0.31,0.3,-0.01,-0.11
,8/1/1992,2.55,2.8,3.08,0.97,2.71,2.9,0.49,0.61,-0.12,0.24,0.23,0.3,0.28,-0.01,-0.1
,9/1/1992,2.49,2.75,3.01,0.93,2.52,2.66,0.45,0.57,-0.1,0.21,0.22,0.26,0.28,-0.01,-0.08
,10/1/1992,2.44,2.71,2.98,0.88,2.7,2.82,0.41,0.51,-0.05,0.18,0.22,0.22,0.25,-0.01,-0.04
,11/1/1992,2.38,2.64,2.92,0.81,2.67,2.86,0.38,0.45,-0.02,0.16,0.21,0.19,0.23,0,-0.01
,12/1/1992,2.38,2.64,2.91,0.81,2.59,2.8,0.38,0.44,-0.02,0.16,0.21,0.19,0.23,0,-0.01
,1/1/1993,2.42,2.68,2.95,0.85,2.7,2.81,0.4,0.47,-0.02,0.18,0.2,0.22,0.22,-0.01,-0.01
,2/1/1993,2.43,2.7,2.97,0.88,2.6,2.73,0.41,0.49,-0.03,0.2,0.19,0.24,0.22,-0.01,-0.01
,3/1/1993,2.46,2.73,2.99,0.9,2.56,2.7,0.42,0.51,-0.04,0.22,0.18,0.27,0.21,-0.01,-0.03
,4/1/1993,2.49,2.77,3.04,0.94,2.56,2.66,0.45,0.54,-0.07,0.25,0.18,0.3,0.21,-0.01,-0.05
,5/1/1993,2.4,2.68,2.95,0.85,2.74,2.86,0.42,0.51,-0.1,0.24,0.17,0.29,0.19,-0.01,-0.08
,6/1/1993,2.2,2.46,2.72,0.63,2.59,2.88,0.36,0.39,-0.13,0.19,0.17,0.22,0.14,-0.01,-0.12
,7/1/1993,2.1,2.36,2.64,0.53,2.42,2.71,0.35,0.34,-0.16,0.17,0.17,0.2,0.12,-0.01,-0.14
,8/1/1993,2.02,2.3,2.57,0.47,2.45,2.81,0.32,0.3,-0.16,0.15,0.16,0.18,0.09,-0.01,-0.14
,9/1/1993,2.04,2.32,2.58,0.49,2.39,2.79,0.34,0.3,-0.15,0.16,0.16,0.19,0.07,-0.01,-0.13
,10/1/1993,2.09,2.36,2.63,0.53,2.35,2.57,0.36,0.27,-0.11,0.17,0.18,0.2,0.05,-0.01,-0.09
,11/1/1993,2.09,2.35,2.6,0.52,2.35,2.61,0.35,0.24,-0.08,0.15,0.19,0.17,0.04,-0.01,-0.06
,12/1/1993,2.07,2.31,2.58,0.48,2.19,2.46,0.33,0.19,-0.03,0.13,0.19,0.14,0.02,0,-0.02
,1/1/1994,2.11,2.37,2.63,0.54,1.98,2.25,0.33,0.21,-0.01,0.13,0.2,0.15,0.03,0,0
,2/1/1994,2.15,2.42,2.66,0.59,2.06,2.27,0.36,0.22,0,0.14,0.2,0.16,0.03,0,0.01
,3/1/1994,2.18,2.44,2.7,0.61,2.13,2.4,0.39,0.24,-0.03,0.16,0.2,0.19,0.02,-0.01,-0.01
,4/1/1994,2.14,2.39,2.65,0.57,1.98,2.25,0.4,0.23,-0.06,0.16,0.22,0.18,0.01,-0.01,-0.05
,5/1/1994,2.18,2.42,2.68,0.59,1.81,2.14,0.41,0.26,-0.08,0.18,0.2,0.21,0.02,-0.01,-0.06
,6/1/1994,2.15,2.41,2.66,0.58,2.03,2.27,0.41,0.27,-0.12,0.2,0.2,0.22,0.01,-0.01,-0.1
,7/1/1994,2.08,2.34,2.59,0.51,2.19,2.27,0.37,0.25,-0.13,0.17,0.18,0.2,0.02,-0.01,-0.11
,8/1/1994,1.96,2.23,2.49,0.4,2.25,2.19,0.32,0.19,-0.12,0.14,0.18,0.16,0.01,-0.01,-0.11
,9/1/1994,1.93,2.18,2.44,0.36,2.25,2.19,0.29,0.18,-0.12,0.12,0.16,0.14,0.01,-0.01,-0.11
,10/1/1994,1.93,2.18,2.44,0.36,2.11,2.27,0.27,0.17,-0.09,0.12,0.14,0.13,0.01,0,-0.08
,11/1/1994,1.91,2.16,2.41,0.33,2.11,2.19,0.25,0.13,-0.05,0.11,0.13,0.12,-0.02,0,-0.04
,12/1/1994,1.85,2.11,2.36,0.29,2.15,2.18,0.21,0.09,-0.03,0.09,0.11,0.1,-0.03,0,-0.02
,1/1/1995,1.93,2.19,2.43,0.36,2.32,2.35,0.23,0.14,-0.02,0.12,0.1,0.14,-0.03,0,-0.01
,2/1/1995,2.01,2.26,2.52,0.43,2.27,2.3,0.26,0.2,-0.03,0.16,0.08,0.18,-0.02,-0.01,-0.01
,3/1/1995,2.03,2.28,2.53,0.46,2.17,2.2,0.27,0.21,-0.03,0.17,0.08,0.19,-0.03,-0.01,-0.01
,4/1/1995,2,2.25,2.52,0.43,2.32,2.28,0.24,0.19,-0.01,0.16,0.06,0.19,-0.03,-0.01,0.01
,5/1/1995,1.89,2.15,2.4,0.32,2.33,2.23,0.19,0.12,0.01,0.12,0.05,0.14,-0.05,0,0.02
,6/1/1995,1.82,2.06,2.33,0.24,2.18,2.09,0.17,0.08,-0.01,0.11,0.05,0.12,-0.06,0,0
,7/1/1995,1.79,2.04,2.3,0.21,1.99,2.04,0.15,0.08,-0.02,0.11,0.03,0.12,-0.07,-0.01,-0.01
,8/1/1995,1.82,2.07,2.32,0.24,1.97,2.17,0.16,0.1,-0.03,0.12,0.03,0.14,-0.06,-0.01,-0.01
,9/1/1995,1.76,2,2.24,0.17,1.93,2.15,0.13,0.06,-0.02,0.1,0.01,0.11,-0.07,0,-0.01
,10/1/1995,1.78,2.03,2.26,0.2,2.02,2.16,0.12,0.06,0.01,0.09,0.01,0.1,-0.06,0,0.02
,11/1/1995,1.66,1.92,2.16,0.09,1.82,2.04,0.07,0,0.01,0.05,0,0.06,-0.08,0,0.02
,12/1/1995,1.68,1.93,2.18,0.1,1.95,2.14,0.09,0.02,-0.01,0.07,0,0.08,-0.08,0,0
,1/1/1996,1.7,1.94,2.19,0.12,1.97,2.01,0.09,0.07,-0.04,0.09,-0.02,0.11,-0.06,0,-0.03
,2/1/1996,1.77,2.01,2.24,0.18,1.95,1.97,0.12,0.12,-0.06,0.12,-0.03,0.15,-0.05,-0.01,-0.05
,3/1/1996,1.85,2.09,2.33,0.26,2.07,1.96,0.13,0.18,-0.05,0.15,-0.05,0.18,-0.02,-0.01,-0.04
,4/1/1996,1.8,2.06,2.3,0.23,2.11,1.86,0.1,0.22,-0.09,0.16,-0.08,0.18,0.01,-0.01,-0.07
,5/1/1996,1.78,2.02,2.28,0.19,2.13,1.86,0.07,0.22,-0.1,0.15,-0.09,0.17,0.03,-0.01,-0.08
,6/1/1996,1.73,1.99,2.23,0.16,2.03,1.85,0.05,0.23,-0.13,0.15,-0.11,0.17,0.03,-0.01,-0.11
,7/1/1996,1.78,2.02,2.28,0.19,2.12,1.88,0.08,0.26,-0.15,0.17,-0.1,0.19,0.04,-0.01,-0.13
,8/1/1996,1.78,2.02,2.26,0.19,1.99,1.73,0.08,0.25,-0.14,0.17,-0.1,0.19,0.03,-0.01,-0.12
,9/1/1996,1.8,2.05,2.29,0.23,2.21,1.9,0.1,0.27,-0.15,0.18,-0.1,0.2,0.03,-0.01,-0.13
,10/1/1996,1.79,2.03,2.28,0.2,2.26,1.9,0.09,0.26,-0.15,0.17,-0.11,0.2,0.03,-0.01,-0.13
,11/1/1996,1.67,1.91,2.16,0.09,2.44,1.96,0.03,0.19,-0.14,0.12,-0.11,0.14,0.02,-0.01,-0.13
,12/1/1996,1.58,1.81,2.05,-0.02,2.36,1.86,-0.01,0.12,-0.14,0.09,-0.12,0.1,0,-0.01,-0.13
,1/1/1997,1.53,1.77,2.03,-0.05,2.27,1.85,-0.02,0.08,-0.12,0.08,-0.11,0.09,-0.02,0,-0.12
,2/1/1997,1.57,1.81,2.07,-0.02,2.32,1.93,-0.02,0.1,-0.11,0.09,-0.12,0.1,-0.02,-0.01,-0.1
,3/1/1997,1.5,1.74,2,-0.09,2.12,1.94,-0.06,0.06,-0.1,0.06,-0.13,0.06,-0.02,0,-0.09
,4/1/1997,1.42,1.66,1.91,-0.17,1.92,2,-0.11,0,-0.06,0.03,-0.14,0.02,-0.03,0,-0.06
,5/1/1997,1.31,1.56,1.8,-0.26,1.69,1.9,-0.16,-0.06,-0.06,-0.01,-0.15,-0.01,-0.05,0,-0.05
,6/1/1997,1.29,1.54,1.77,-0.29,1.83,1.97,-0.17,-0.07,-0.05,-0.01,-0.16,-0.02,-0.06,0,-0.05
,7/1/1997,1.19,1.46,1.72,-0.37,1.67,1.85,-0.21,-0.15,-0.01,-0.03,-0.16,-0.04,-0.09,0,-0.02
,8/1/1997,1.16,1.43,1.68,-0.4,1.66,1.72,-0.22,-0.17,-0.02,-0.04,-0.16,-0.05,-0.1,0,-0.03
,9/1/1997,1.26,1.51,1.76,-0.32,1.61,1.62,-0.17,-0.1,-0.05,0,-0.16,-0.01,-0.09,0,-0.05
,10/1/1997,1.28,1.53,1.78,-0.29,1.44,1.53,-0.15,-0.08,-0.06,0.01,-0.16,0,-0.09,0,-0.05
,11/1/1997,1.23,1.47,1.72,-0.36,1.26,1.43,-0.19,-0.12,-0.04,-0.01,-0.18,-0.02,-0.1,0,-0.04
,12/1/1997,1.22,1.49,1.74,-0.34,1.13,1.45,-0.18,-0.11,-0.06,-0.01,-0.18,-0.02,-0.1,0,-0.06
,1/1/1998,1.26,1.5,1.75,-0.33,1.04,1.5,-0.18,-0.09,-0.05,-0.01,-0.18,-0.01,-0.1,0,-0.05
,2/1/1998,1.24,1.49,1.74,-0.34,0.78,1.38,-0.19,-0.1,-0.04,-0.01,-0.19,-0.02,-0.1,0,-0.04
,3/1/1998,1.32,1.58,1.81,-0.25,0.69,1.24,-0.17,-0.07,-0.02,0.01,-0.19,0,-0.09,0,-0.02
,4/1/1998,1.3,1.56,1.8,-0.27,0.72,1.23,-0.17,-0.09,-0.02,0.01,-0.19,0,-0.1,0,-0.02
,5/1/1998,1.16,1.42,1.68,-0.4,0.9,1.26,-0.24,-0.17,-0.01,-0.03,-0.2,-0.04,-0.12,0,-0.01
,6/1/1998,1.03,1.3,1.56,-0.53,0.69,0.98,-0.28,-0.25,0.01,-0.08,-0.2,-0.09,-0.14,0,0
,7/1/1998,1.01,1.27,1.53,-0.56,0.88,1.19,-0.29,-0.26,0,-0.08,-0.2,-0.09,-0.15,0,-0.01
,8/1/1998,0.99,1.27,1.52,-0.56,0.93,1.43,-0.29,-0.26,-0.02,-0.07,-0.2,-0.08,-0.16,0,-0.03
,9/1/1998,1.01,1.27,1.54,-0.56,0.63,1.21,-0.27,-0.25,-0.03,-0.06,-0.2,-0.08,-0.16,0,-0.03
,10/1/1998,0.99,1.25,1.53,-0.57,0.72,1.25,-0.27,-0.26,-0.04,-0.06,-0.2,-0.07,-0.18,0,-0.05
,11/1/1998,0.95,1.21,1.47,-0.62,0.72,1.24,-0.25,-0.26,-0.1,-0.05,-0.18,-0.06,-0.19,0,-0.1
,12/1/1998,0.9,1.16,1.42,-0.67,0.84,1.35,-0.24,-0.28,-0.14,-0.05,-0.18,-0.06,-0.2,0,-0.14
,1/1/1999,0.96,1.21,1.47,-0.62,0.94,1.34,-0.2,-0.26,-0.16,-0.03,-0.16,-0.03,-0.2,0,-0.16
,2/1/1999,0.94,1.18,1.44,-0.65,0.93,1.22,-0.2,-0.26,-0.18,-0.03,-0.16,-0.03,-0.21,0,-0.18
,3/1/1999,1.02,1.27,1.51,-0.56,0.99,1.14,-0.17,-0.23,-0.16,-0.01,-0.15,-0.02,-0.2,0,-0.16
,4/1/1999,1.18,1.43,1.67,-0.4,1.35,1.22,-0.11,-0.16,-0.14,0.02,-0.14,0.02,-0.18,0,-0.13
,5/1/1999,1.17,1.41,1.66,-0.42,1.28,1.22,-0.11,-0.15,-0.15,0.02,-0.14,0.02,-0.18,0,-0.15
,6/1/1999,1.18,1.43,1.67,-0.4,1.4,1.4,-0.11,-0.14,-0.16,0.02,-0.14,0.02,-0.17,0,-0.16
,7/1/1999,1.32,1.55,1.79,-0.28,1.42,1.29,-0.08,-0.06,-0.14,0.05,-0.14,0.05,-0.13,0,-0.14
,8/1/1999,1.37,1.61,1.85,-0.22,1.46,1.15,-0.06,-0.03,-0.13,0.06,-0.15,0.06,-0.11,0,-0.12
,9/1/1999,1.5,1.74,1.97,-0.09,1.89,1.43,-0.03,0.05,-0.12,0.1,-0.15,0.1,-0.08,-0.01,-0.1
,10/1/1999,1.51,1.75,1.98,-0.08,1.83,1.41,-0.04,0.06,-0.11,0.09,-0.15,0.1,-0.07,-0.01,-0.09
,11/1/1999,1.55,1.79,2.03,-0.04,1.92,1.49,-0.04,0.05,-0.05,0.09,-0.15,0.09,-0.07,0,-0.05
,12/1/1999,1.58,1.82,2.07,-0.01,2.05,1.44,-0.03,0.08,-0.06,0.1,-0.15,0.11,-0.06,0,-0.05
,1/1/2000,1.65,1.9,2.15,0.07,2.19,1.54,-0.02,0.11,-0.02,0.13,-0.16,0.14,-0.06,-0.01,-0.01
,2/1/2000,1.67,1.91,2.17,0.08,2.57,1.72,-0.01,0.1,0,0.13,-0.16,0.14,-0.07,-0.01,0.01
,3/1/2000,1.72,1.96,2.22,0.13,2.93,1.9,0.03,0.12,-0.01,0.16,-0.15,0.17,-0.08,-0.01,0
,4/1/2000,1.67,1.92,2.16,0.09,2.35,1.71,0.01,0.1,-0.02,0.14,-0.15,0.14,-0.07,-0.01,-0.01
,5/1/2000,1.72,1.97,2.2,0.14,2.37,1.72,0.01,0.13,-0.02,0.15,-0.15,0.16,-0.05,-0.01,0
,6/1/2000,1.77,2.01,2.25,0.18,2.68,1.74,0.02,0.17,0,0.15,-0.15,0.17,-0.03,-0.01,0.01
,7/1/2000,1.84,2.08,2.33,0.25,2.67,1.79,0.04,0.22,-0.02,0.17,-0.16,0.2,0,-0.01,0
,8/1/2000,1.82,2.07,2.31,0.24,2.48,1.87,0.02,0.21,0.01,0.15,-0.16,0.17,0.02,-0.01,0.02
,9/1/2000,1.89,2.12,2.37,0.3,2.55,1.85,0.03,0.25,0.02,0.16,-0.16,0.18,0.03,-0.01,0.04
,10/1/2000,1.84,2.09,2.33,0.26,2.51,1.82,-0.01,0.24,0.03,0.12,-0.16,0.14,0.07,-0.01,0.04
,11/1/2000,1.84,2.09,2.32,0.26,2.57,1.9,-0.02,0.25,0.02,0.11,-0.15,0.13,0.09,-0.01,0.03
,12/1/2000,1.83,2.09,2.34,0.26,2.48,1.87,-0.04,0.26,0.03,0.1,-0.16,0.12,0.11,0,0.04
,1/1/2001,1.85,2.11,2.36,0.28,2.7,2.01,-0.07,0.29,0.05,0.09,-0.18,0.11,0.15,0,0.06
,2/1/2001,1.75,2.01,2.27,0.18,2.54,2.04,-0.12,0.22,0.09,0.04,-0.18,0.05,0.14,0,0.09
,3/1/2001,1.68,1.94,2.18,0.11,2.11,1.93,-0.19,0.13,0.16,-0.01,-0.18,-0.01,0.14,0,0.16
,4/1/2001,1.68,1.92,2.17,0.09,2.37,2.03,-0.21,0.12,0.18,-0.02,-0.18,-0.03,0.15,0,0.18
,5/1/2001,1.65,1.9,2.14,0.07,2.56,1.94,-0.23,0.08,0.21,-0.04,-0.18,-0.05,0.14,0,0.21
,6/1/2001,1.67,1.91,2.16,0.08,2.39,2.09,-0.22,0.09,0.2,-0.04,-0.17,-0.04,0.15,0,0.19
,7/1/2001,1.57,1.81,2.06,-0.02,2.1,2.12,-0.25,0.05,0.19,-0.07,-0.17,-0.08,0.14,0,0.18
,8/1/2001,1.44,1.68,1.93,-0.14,2.1,2.04,-0.33,-0.04,0.23,-0.12,-0.19,-0.14,0.12,0.01,0.21
,9/1/2001,1.39,1.64,1.89,-0.19,1.31,1.22,-0.36,-0.1,0.27,-0.16,-0.18,-0.19,0.12,0.01,0.25
,10/1/2001,1.33,1.59,1.86,-0.23,1.53,1.79,-0.37,-0.12,0.26,-0.16,-0.18,-0.18,0.09,0.01,0.24
,11/1/2001,1.38,1.63,1.89,-0.2,1.32,1.81,-0.35,-0.08,0.24,-0.14,-0.19,-0.16,0.11,0.01,0.22
,12/1/2001,1.38,1.63,1.89,-0.19,1.06,1.74,-0.35,-0.05,0.21,-0.13,-0.2,-0.15,0.13,0.01,0.19
,1/1/2002,1.44,1.68,1.93,-0.14,0.67,1.42,-0.31,0.03,0.13,-0.09,-0.2,-0.1,0.16,0.01,0.12
,2/1/2002,1.53,1.76,2,-0.07,0.68,1.43,-0.26,0.12,0.07,-0.05,-0.2,-0.06,0.19,0,0.07
,3/1/2002,1.57,1.81,2.05,-0.01,0.94,1.45,-0.24,0.16,0.05,-0.04,-0.2,-0.04,0.22,0,0.05
,4/1/2002,1.62,1.85,2.08,0.02,1.19,1.57,-0.21,0.23,0.01,-0.01,-0.2,-0.02,0.24,0,0.01
,5/1/2002,1.57,1.8,2.04,-0.03,0.99,1.66,-0.23,0.25,-0.04,-0.03,-0.2,-0.03,0.28,0,-0.04
,6/1/2002,1.54,1.78,2.01,-0.05,0.94,1.59,-0.25,0.25,-0.05,-0.04,-0.21,-0.04,0.3,0,-0.06
,7/1/2002,1.57,1.8,2.04,-0.03,1.19,1.54,-0.25,0.29,-0.07,-0.03,-0.22,-0.04,0.33,0,-0.07
,8/1/2002,1.52,1.77,2,-0.06,1.4,1.69,-0.26,0.3,-0.1,-0.03,-0.23,-0.03,0.33,0,-0.1
,9/1/2002,1.52,1.75,1.97,-0.08,1.93,2.44,-0.3,0.28,-0.08,-0.05,-0.24,-0.05,0.34,0,-0.08
,10/1/2002,1.45,1.68,1.9,-0.14,1.76,1.81,-0.33,0.27,-0.09,-0.06,-0.25,-0.07,0.36,0,-0.1
,11/1/2002,1.43,1.66,1.88,-0.17,1.93,1.7,-0.35,0.28,-0.1,-0.07,-0.27,-0.08,0.36,0,-0.1
,12/1/2002,1.37,1.6,1.83,-0.22,2.13,1.77,-0.39,0.26,-0.11,-0.08,-0.29,-0.09,0.37,0,-0.11
,1/1/2003,1.35,1.6,1.83,-0.23,2.35,1.78,-0.4,0.27,-0.11,-0.09,-0.29,-0.1,0.38,0,-0.11
,2/1/2003,1.38,1.62,1.85,-0.21,2.6,1.73,-0.37,0.32,-0.17,-0.06,-0.28,-0.07,0.41,0,-0.18
,3/1/2003,1.31,1.56,1.79,-0.27,2.59,1.77,-0.39,0.31,-0.2,-0.08,-0.29,-0.09,0.41,0,-0.2
,4/1/2003,1.23,1.47,1.73,-0.35,1.99,1.6,-0.41,0.27,-0.21,-0.1,-0.29,-0.11,0.4,0,-0.22
,5/1/2003,1.29,1.55,1.78,-0.28,1.8,1.63,-0.39,0.3,-0.2,-0.08,-0.29,-0.09,0.41,0,-0.21
,6/1/2003,1.37,1.62,1.85,-0.21,1.79,1.53,-0.33,0.32,-0.21,-0.04,-0.28,-0.05,0.38,0,-0.21
,7/1/2003,1.55,1.78,2.02,-0.04,1.86,1.57,-0.27,0.37,-0.14,-0.01,-0.26,-0.02,0.38,0,-0.14
,8/1/2003,1.64,1.85,2.08,0.02,2.01,1.49,-0.25,0.37,-0.1,0.01,-0.25,0.01,0.35,0,-0.1
,9/1/2003,1.72,1.95,2.18,0.13,2.14,1.46,-0.2,0.39,-0.07,0.03,-0.23,0.04,0.34,0,-0.07
,10/1/2003,1.8,2.03,2.28,0.21,1.97,1.57,-0.14,0.42,-0.07,0.06,-0.21,0.07,0.33,0,-0.07
,11/1/2003,1.84,2.07,2.3,0.24,2,1.61,-0.09,0.43,-0.11,0.09,-0.19,0.1,0.3,0,-0.1
,12/1/2003,1.88,2.11,2.34,0.28,2.12,1.64,-0.01,0.45,-0.16,0.13,-0.17,0.15,0.28,-0.01,-0.15
,1/1/2004,1.94,2.17,2.42,0.35,2.21,1.83,0.02,0.46,-0.14,0.14,-0.14,0.16,0.27,-0.01,-0.13
,2/1/2004,1.97,2.2,2.44,0.38,2,1.85,0.03,0.44,-0.1,0.15,-0.13,0.17,0.24,-0.01,-0.09
,3/1/2004,2.01,2.24,2.49,0.42,1.9,1.86,0.05,0.42,-0.06,0.15,-0.12,0.18,0.22,-0.01,-0.05
,4/1/2004,2.03,2.27,2.51,0.44,2.26,2.01,0.04,0.42,-0.02,0.14,-0.12,0.16,0.23,0,-0.01
,5/1/2004,1.91,2.13,2.36,0.3,2.71,2.01,0,0.34,-0.05,0.12,-0.13,0.13,0.19,0,-0.04
,6/1/2004,1.79,2.02,2.24,0.19,2.89,2.11,-0.04,0.3,-0.07,0.08,-0.14,0.09,0.18,0,-0.06
,7/1/2004,1.66,1.9,2.13,0.07,2.68,1.98,-0.08,0.25,-0.1,0.05,-0.15,0.06,0.17,0,-0.09
,8/1/2004,1.63,1.87,2.11,0.04,2.39,1.9,-0.09,0.24,-0.11,0.05,-0.15,0.05,0.18,0,-0.11
,9/1/2004,1.73,1.97,2.2,0.14,2.27,1.95,-0.01,0.32,-0.17,0.1,-0.13,0.12,0.19,-0.01,-0.16
,10/1/2004,1.87,2.11,2.34,0.28,2.7,1.98,0.06,0.41,-0.2,0.16,-0.12,0.18,0.2,-0.01,-0.18
,11/1/2004,1.96,2.19,2.43,0.36,2.97,2.06,0.08,0.47,-0.2,0.18,-0.12,0.21,0.23,-0.01,-0.18
,12/1/2004,2,2.23,2.46,0.4,2.79,2.07,0.06,0.48,-0.14,0.17,-0.13,0.2,0.25,-0.01,-0.12
,1/1/2005,2.11,2.35,2.6,0.52,2.53,2.17,0.08,0.52,-0.07,0.18,-0.13,0.21,0.28,-0.01,-0.06
,2/1/2005,2.07,2.31,2.55,0.48,2.6,2.18,0.06,0.49,-0.07,0.17,-0.13,0.2,0.26,-0.01,-0.06
,3/1/2005,2.08,2.31,2.54,0.48,2.75,2.26,0.09,0.51,-0.12,0.2,-0.13,0.23,0.25,-0.01,-0.1
,4/1/2005,1.95,2.18,2.4,0.35,2.84,2.11,0.06,0.43,-0.15,0.16,-0.13,0.18,0.22,-0.01,-0.13
,5/1/2005,1.85,2.08,2.32,0.26,2.57,2.18,0.02,0.36,-0.13,0.12,-0.11,0.14,0.2,-0.01,-0.12
,6/1/2005,1.7,1.96,2.19,0.13,2.34,2.09,-0.03,0.3,-0.15,0.08,-0.12,0.09,0.19,-0.01,-0.14
,7/1/2005,1.81,2.03,2.26,0.21,2.68,2.11,-0.01,0.33,-0.12,0.11,-0.13,0.12,0.19,-0.01,-0.1
,8/1/2005,1.86,2.11,2.35,0.28,3.04,2.16,0,0.38,-0.11,0.13,-0.13,0.15,0.22,-0.01,-0.1
,9/1/2005,2.08,2.31,2.57,0.48,3.83,2.19,0.07,0.49,-0.07,0.18,-0.13,0.21,0.25,-0.01,-0.06
,10/1/2005,2.18,2.41,2.66,0.58,3.55,2.27,0.09,0.54,-0.05,0.2,-0.13,0.24,0.27,-0.01,-0.03
,11/1/2005,2.25,2.48,2.71,0.65,2.94,2.31,0.08,0.53,0.03,0.2,-0.13,0.23,0.27,-0.01,0.05
,12/1/2005,2.2,2.42,2.65,0.6,2.88,2.28,0.06,0.5,0.03,0.18,-0.13,0.21,0.26,-0.01,0.04
,1/1/2006,2.28,2.5,2.73,0.67,3.25,2.14,0.06,0.52,0.09,0.19,-0.14,0.22,0.27,-0.01,0.11
,2/1/2006,2.29,2.51,2.74,0.69,3.02,2.14,0.04,0.51,0.13,0.16,-0.14,0.19,0.29,-0.01,0.14
,3/1/2006,2.34,2.57,2.8,0.74,2.91,2.17,0.05,0.53,0.16,0.16,-0.14,0.19,0.29,-0.01,0.18
,4/1/2006,2.38,2.62,2.84,0.79,3.1,2.36,0.03,0.51,0.23,0.15,-0.14,0.18,0.3,-0.01,0.24
,5/1/2006,2.38,2.6,2.85,0.78,3.32,2.41,0.01,0.49,0.28,0.14,-0.15,0.17,0.28,0,0.28
,6/1/2006,2.36,2.57,2.81,0.74,3.51,2.6,0,0.47,0.28,0.14,-0.16,0.17,0.27,0,0.29
,7/1/2006,2.22,2.45,2.68,0.62,3.43,2.55,-0.02,0.4,0.24,0.12,-0.17,0.15,0.23,0,0.24
,8/1/2006,2.12,2.36,2.58,0.53,3.34,2.67,-0.05,0.36,0.22,0.1,-0.17,0.13,0.21,0,0.23
,9/1/2006,1.98,2.22,2.45,0.39,2.08,2.61,-0.12,0.27,0.23,0.06,-0.19,0.08,0.18,0,0.23
,10/1/2006,1.91,2.16,2.39,0.33,1.68,2.5,-0.13,0.24,0.22,0.06,-0.2,0.07,0.16,0,0.22
,11/1/2006,1.84,2.08,2.3,0.25,1.92,2.28,-0.14,0.22,0.16,0.06,-0.21,0.08,0.13,0,0.16
