code,description,measure,name,frequency,unit,adjustment,source
A130390601J,Contribution to All groups CPI Index Number ;  Fish and other seafood ;  Australia ;,Contribution to All groups CPI Index Number,Fish and other seafood,Month,Index Points,Original,640103.xlsx
A130393037K,Contribution to All groups CPI Index Number ;  Dairy and related products ;  Australia ;,Contribution to All groups CPI Index Number,Dairy and related products,Month,Index Points,Original,640103.xlsx
A130391847A,Contribution to All groups CPI Index Number ;  Milk ;  Australia ;,Contribution to All groups CPI Index Number,Milk,Month,Index Points,Original,640103.xlsx
A130390538C,Contribution to All groups CPI Index Number ;  Cheese ;  Australia ;,Contribution to All groups CPI Index Number,Cheese,Month,Index Points,Original,640103.xlsx
A130393198X,Contribution to All groups CPI Index Number ;  Ice cream and other dairy products ;  Australia ;,Contribution to All groups CPI Index Number,Ice cream and other dairy products,Month,Index Points,Original,640103.xlsx
A130395095V,Contribution to All groups CPI Index Number ;  Fruit and vegetables ;  Australia ;,Contribution to All groups CPI Index Number,Fruit and vegetables,Month,Index Points,Original,640103.xlsx
A130392449L,Contribution to All groups CPI Index Number ;  Fruit ;  Australia ;,Contribution to All groups CPI Index Number,Fruit,Month,Index Points,Original,640103.xlsx
A130397490F,Contribution to All groups CPI Index Number ;  Vegetables ;  Australia ;,Contribution to All groups CPI Index Number,Vegetables,Month,Index Points,Original,640103.xlsx
A130391483X,Contribution to All groups CPI Index Number ;  Food products n.e.c. ;  Australia ;,Contribution to All groups CPI Index Number,Food products n.e.c.,Month,Index Points,Original,640103.xlsx
A130390622V,Contribution to All groups CPI Index Number ;  Eggs ;  Australia ;,Contribution to All groups CPI Index Number,Eggs,Month,Index Points,Original,640103.xlsx
A130391966T,"Contribution to All groups CPI Index Number ;  Jams, honey and spreads ;  Australia ;",Contribution to All groups CPI Index Number,"Jams, honey and spreads",Month,Index Points,Original,640103.xlsx
A130392218C,Contribution to All groups CPI Index Number ;  Food additives and condiments ;  Australia ;,Contribution to All groups CPI Index Number,Food additives and condiments,Month,Index Points,Original,640103.xlsx
A130394822K,Contribution to All groups CPI Index Number ;  Oils and fats ;  Australia ;,Contribution to All groups CPI Index Number,Oils and fats,Month,Index Points,Original,640103.xlsx
A130396257T,Contribution to All groups CPI Index Number ;  Snacks and confectionery ;  Australia ;,Contribution to All groups CPI Index Number,Snacks and confectionery,Month,Index Points,Original,640103.xlsx
A130390650C,Contribution to All groups CPI Index Number ;  Other food products n.e.c. ;  Australia ;,Contribution to All groups CPI Index Number,Other food products n.e.c.,Month,Index Points,Original,640103.xlsx
A130390230J,Contribution to All groups CPI Index Number ;  Non-alcoholic beverages ;  Australia ;,Contribution to All groups CPI Index Number,Non-alcoholic beverages,Month,Index Points,Original,640103.xlsx
A130390643F,"Contribution to All groups CPI Index Number ;  Coffee, tea and cocoa ;  Australia ;",Contribution to All groups CPI Index Number,"Coffee, tea and cocoa",Month,Index Points,Original,640103.xlsx
A130395214X,"Contribution to All groups CPI Index Number ;  Waters, soft drinks and juices ;  Australia ;",Contribution to All groups CPI Index Number,"Waters, soft drinks and juices",Month,Index Points,Original,640103.xlsx
A130390440F,Contribution to All groups CPI Index Number ;  Meals out and take away foods ;  Australia ;,Contribution to All groups CPI Index Number,Meals out and take away foods,Month,Index Points,Original,640103.xlsx
A130391945F,Contribution to All groups CPI Index Number ;  Restaurant meals ;  Australia ;,Contribution to All groups CPI Index Number,Restaurant meals,Month,Index Points,Original,640103.xlsx
A130390615W,Contribution to All groups CPI Index Number ;  Take away and fast foods ;  Australia ;,Contribution to All groups CPI Index Number,Take away and fast foods,Month,Index Points,Original,640103.xlsx
A130393030V,Contribution to All groups CPI Index Number ;  Alcohol and tobacco ;  Australia ;,Contribution to All groups CPI Index Number,Alcohol and tobacco,Month,Index Points,Original,640103.xlsx
A130394416C,Contribution to All groups CPI Index Number ;  Alcoholic beverages ;  Australia ;,Contribution to All groups CPI Index Number,Alcoholic beverages,Month,Index Points,Original,640103.xlsx
A130393443T,Contribution to All groups CPI Index Number ;  Spirits ;  Australia ;,Contribution to All groups CPI Index Number,Spirits,Month,Index Points,Original,640103.xlsx
A130390895A,Contribution to All groups CPI Index Number ;  Wine ;  Australia ;,Contribution to All groups CPI Index Number,Wine,Month,Index Points,Original,640103.xlsx
A130393415J,Contribution to All groups CPI Index Number ;  Beer ;  Australia ;,Contribution to All groups CPI Index Number,Beer,Month,Index Points,Original,640103.xlsx
A130398015L,Contribution to All groups CPI Index Number ;  Tobacco ;  Australia ;,Contribution to All groups CPI Index Number,Tobacco,Month,Index Points,Original,640103.xlsx
A130397118K,Contribution to All groups CPI Index Number ;  Tobacco ;  Australia ;,Contribution to All groups CPI Index Number,Tobacco,Month,Index Points,Original,640103.xlsx
A130391672K,Contribution to All groups CPI Index Number ;  Clothing and footwear ;  Australia ;,Contribution to All groups CPI Index Number,Clothing and footwear,Month,Index Points,Original,640103.xlsx
A130394108A,Contribution to All groups CPI Index Number ;  Garments ;  Australia ;,Contribution to All groups CPI Index Number,Garments,Month,Index Points,Original,640103.xlsx
A130399712L,Contribution to All groups CPI Index Number ;  Garments for men ;  Australia ;,Contribution to All groups CPI Index Number,Garments for men,Month,Index Points,Original,640103.xlsx
A130398470R,Contribution to All groups CPI Index Number ;  Garments for women ;  Australia ;,Contribution to All groups CPI Index Number,Garments for women,Month,Index Points,Original,640103.xlsx
A130391021F,Contribution to All groups CPI Index Number ;  Garments for infants and children ;  Australia ;,Contribution to All groups CPI Index Number,Garments for infants and children,Month,Index Points,Original,640103.xlsx
A130391763T,Contribution to All groups CPI Index Number ;  Footwear ;  Australia ;,Contribution to All groups CPI Index Number,Footwear,Month,Index Points,Original,640103.xlsx
A130393282R,Contribution to All groups CPI Index Number ;  Footwear for men ;  Australia ;,Contribution to All groups CPI Index Number,Footwear for men,Month,Index Points,Original,640103.xlsx
A130395746L,Contribution to All groups CPI Index Number ;  Footwear for women ;  Australia ;,Contribution to All groups CPI Index Number,Footwear for women,Month,Index Points,Original,640103.xlsx
A130391994A,Contribution to All groups CPI Index Number ;  Footwear for infants and children ;  Australia ;,Contribution to All groups CPI Index Number,Footwear for infants and children,Month,Index Points,Original,640103.xlsx
A130397293V,Contribution to All groups CPI Index Number ;  Accessories and clothing services ;  Australia ;,Contribution to All groups CPI Index Number,Accessories and clothing services,Month,Index Points,Original,640103.xlsx
A130396019K,Contribution to All groups CPI Index Number ;  Accessories ;  Australia ;,Contribution to All groups CPI Index Number,Accessories,Month,Index Points,Original,640103.xlsx
A130399481R,"Contribution to All groups CPI Index Number ;  Cleaning, repair and hire of clothing and footwear ;  Australia ;",Contribution to All groups CPI Index Number,"Cleaning, repair and hire of clothing and footwear",Month,Index Points,Original,640103.xlsx
A130399187A,Contribution to All groups CPI Index Number ;  Housing ;  Australia ;,Contribution to All groups CPI Index Number,Housing,Month,Index Points,Original,640103.xlsx
A130390097J,Contribution to All groups CPI Index Number ;  Rents ;  Australia ;,Contribution to All groups CPI Index Number,Rents,Month,Index Points,Original,640103.xlsx
A130397973X,Contribution to All groups CPI Index Number ;  Rents ;  Australia ;,Contribution to All groups CPI Index Number,Rents,Month,Index Points,Original,640103.xlsx
A130391539X,Contribution to All groups CPI Index Number ;  New dwelling purchase by owner-occupiers ;  Australia ;,Contribution to All groups CPI Index Number,New dwelling purchase by owner-occupiers,Month,Index Points,Original,640103.xlsx
A130399775W,Contribution to All groups CPI Index Number ;  New dwelling purchase by owner-occupiers ;  Australia ;,Contribution to All groups CPI Index Number,New dwelling purchase by owner-occupiers,Month,Index Points,Original,640103.xlsx
A130397847K,Contribution to All groups CPI Index Number ;  Other housing ;  Australia ;,Contribution to All groups CPI Index Number,Other housing,Month,Index Points,Original,640103.xlsx
A130394591L,Contribution to All groups CPI Index Number ;  Maintenance and repair of the dwelling ;  Australia ;,Contribution to All groups CPI Index Number,Maintenance and repair of the dwelling,Month,Index Points,Original,640103.xlsx
A130399782V,Contribution to All groups CPI Index Number ;  Property rates and charges ;  Australia ;,Contribution to All groups CPI Index Number,Property rates and charges,Month,Index Points,Original,640103.xlsx
A130393093C,Contribution to All groups CPI Index Number ;  Utilities ;  Australia ;,Contribution to All groups CPI Index Number,Utilities,Month,Index Points,Original,640103.xlsx
A130391063C,Contribution to All groups CPI Index Number ;  Water and sewerage ;  Australia ;,Contribution to All groups CPI Index Number,Water and sewerage,Month,Index Points,Original,640103.xlsx
A130390734L,Contribution to All groups CPI Index Number ;  Electricity ;  Australia ;,Contribution to All groups CPI Index Number,Electricity,Month,Index Points,Original,640103.xlsx
A130392617L,Contribution to All groups CPI Index Number ;  Gas and other household fuels ;  Australia ;,Contribution to All groups CPI Index Number,Gas and other household fuels,Month,Index Points,Original,640103.xlsx
A130399201K,"Contribution to All groups CPI Index Number ;  Furnishings, household equipment and services ;  Australia ;",Contribution to All groups CPI Index Number,"Furnishings, household equipment and services",Month,Index Points,Original,640103.xlsx
A130397798A,Contribution to All groups CPI Index Number ;  Furniture and furnishings ;  Australia ;,Contribution to All groups CPI Index Number,Furniture and furnishings,Month,Index Points,Original,640103.xlsx
A130394598C,Contribution to All groups CPI Index Number ;  Furniture ;  Australia ;,Contribution to All groups CPI Index Number,Furniture,Month,Index Points,Original,640103.xlsx
A130397826X,Contribution to All groups CPI Index Number ;  Carpets and other floor coverings ;  Australia ;,Contribution to All groups CPI Index Number,Carpets and other floor coverings,Month,Index Points,Original,640103.xlsx
A130396495X,Contribution to All groups CPI Index Number ;  Household textiles ;  Australia ;,Contribution to All groups CPI Index Number,Household textiles,Month,Index Points,Original,640103.xlsx
A130395382K,Contribution to All groups CPI Index Number ;  Household textiles ;  Australia ;,Contribution to All groups CPI Index Number,Household textiles,Month,Index Points,Original,640103.xlsx
A130398519T,"Contribution to All groups CPI Index Number ;  Household appliances, utensils and tools ;  Australia ;",Contribution to All groups CPI Index Number,"Household appliances, utensils and tools",Month,Index Points,Original,640103.xlsx
A130399509F,Contribution to All groups CPI Index Number ;  Major household appliances ;  Australia ;,Contribution to All groups CPI Index Number,Major household appliances,Month,Index Points,Original,640103.xlsx
A130391252R,Contribution to All groups CPI Index Number ;  Small electric household appliances ;  Australia ;,Contribution to All groups CPI Index Number,Small electric household appliances,Month,Index Points,Original,640103.xlsx
A130391266C,"Contribution to All groups CPI Index Number ;  Glassware, tableware and household utensils ;  Australia ;",Contribution to All groups CPI Index Number,"Glassware, tableware and household utensils",Month,Index Points,Original,640103.xlsx
A130392036R,Contribution to All groups CPI Index Number ;  Tools and equipment for house and garden ;  Australia ;,Contribution to All groups CPI Index Number,Tools and equipment for house and garden,Month,Index Points,Original,640103.xlsx
A130394920R,Contribution to All groups CPI Index Number ;  Non-durable household products ;  Australia ;,Contribution to All groups CPI Index Number,Non-durable household products,Month,Index Points,Original,640103.xlsx
A130399523A,Contribution to All groups CPI Index Number ;  Cleaning and maintenance products ;  Australia ;,Contribution to All groups CPI Index Number,Cleaning and maintenance products,Month,Index Points,Original,640103.xlsx
A130393534X,Contribution to All groups CPI Index Number ;  Personal care products ;  Australia ;,Contribution to All groups CPI Index Number,Personal care products,Month,Index Points,Original,640103.xlsx
A130391119C,Contribution to All groups CPI Index Number ;  Other non-durable household products ;  Australia ;,Contribution to All groups CPI Index Number,Other non-durable household products,Month,Index Points,Original,640103.xlsx
A130397342C,Contribution to All groups CPI Index Number ;  Domestic and household services ;  Australia ;,Contribution to All groups CPI Index Number,Domestic and household services,Month,Index Points,Original,640103.xlsx
A130390062J,Contribution to All groups CPI Index Number ;  Child care ;  Australia ;,Contribution to All groups CPI Index Number,Child care,Month,Index Points,Original,640103.xlsx
A130393548L,Contribution to All groups CPI Index Number ;  Hairdressing and personal grooming services ;  Australia ;,Contribution to All groups CPI Index Number,Hairdressing and personal grooming services,Month,Index Points,Original,640103.xlsx
A130395200K,Contribution to All groups CPI Index Number ;  Other household services ;  Australia ;,Contribution to All groups CPI Index Number,Other household services,Month,Index Points,Original,640103.xlsx
A130389992F,Contribution to All groups CPI Index Number ;  Health ;  Australia ;,Contribution to All groups CPI Index Number,Health,Month,Index Points,Original,640103.xlsx
A130397854J,"Contribution to All groups CPI Index Number ;  Medical products, appliances and equipment ;  Australia ;",Contribution to All groups CPI Index Number,"Medical products, appliances and equipment",Month,Index Points,Original,640103.xlsx
A130393520K,Contribution to All groups CPI Index Number ;  Pharmaceutical products ;  Australia ;,Contribution to All groups CPI Index Number,Pharmaceutical products,Month,Index Points,Original,640103.xlsx
A130393485R,Contribution to All groups CPI Index Number ;  Therapeutic appliances and equipment ;  Australia ;,Contribution to All groups CPI Index Number,Therapeutic appliances and equipment,Month,Index Points,Original,640103.xlsx
A130390286V,"Contribution to All groups CPI Index Number ;  Medical, dental and hospital services ;  Australia ;",Contribution to All groups CPI Index Number,"Medical, dental and hospital services",Month,Index Points,Original,640103.xlsx
A130390923X,Contribution to All groups CPI Index Number ;  Medical and hospital services ;  Australia ;,Contribution to All groups CPI Index Number,Medical and hospital services,Month,Index Points,Original,640103.xlsx
A130393499C,Contribution to All groups CPI Index Number ;  Dental services ;  Australia ;,Contribution to All groups CPI Index Number,Dental services,Month,Index Points,Original,640103.xlsx
A130396691J,Contribution to All groups CPI Index Number ;  Transport ;  Australia ;,Contribution to All groups CPI Index Number,Transport,Month,Index Points,Original,640103.xlsx
A130391791A,Contribution to All groups CPI Index Number ;  Private motoring ;  Australia ;,Contribution to All groups CPI Index Number,Private motoring,Month,Index Points,Original,640103.xlsx
A130395837V,Contribution to All groups CPI Index Number ;  Motor vehicles ;  Australia ;,Contribution to All groups CPI Index Number,Motor vehicles,Month,Index Points,Original,640103.xlsx
A130393394J,Contribution to All groups CPI Index Number ;  Spare parts and accessories for motor vehicles ;  Australia ;,Contribution to All groups CPI Index Number,Spare parts and accessories for motor vehicles,Month,Index Points,Original,640103.xlsx
A130398323R,Contribution to All groups CPI Index Number ;  Automotive fuel ;  Australia ;,Contribution to All groups CPI Index Number,Automotive fuel,Month,Index Points,Original,640103.xlsx
A130392113J,Contribution to All groups CPI Index Number ;  Maintenance and repair of motor vehicles ;  Australia ;,Contribution to All groups CPI Index Number,Maintenance and repair of motor vehicles,Month,Index Points,Original,640103.xlsx
A130390853C,Contribution to All groups CPI Index Number ;  Other services in respect of motor vehicles ;  Australia ;,Contribution to All groups CPI Index Number,Other services in respect of motor vehicles,Month,Index Points,Original,640103.xlsx
A130393121A,Contribution to All groups CPI Index Number ;  Urban transport fares ;  Australia ;,Contribution to All groups CPI Index Number,Urban transport fares,Month,Index Points,Original,640103.xlsx
A130398365L,Contribution to All groups CPI Index Number ;  Urban transport fares ;  Australia ;,Contribution to All groups CPI Index Number,Urban transport fares,Month,Index Points,Original,640103.xlsx
A130391294L,Contribution to All groups CPI Index Number ;  Communication ;  Australia ;,Contribution to All groups CPI Index Number,Communication,Month,Index Points,Original,640103.xlsx
A130390482C,Contribution to All groups CPI Index Number ;  Communication ;  Australia ;,Contribution to All groups CPI Index Number,Communication,Month,Index Points,Original,640103.xlsx
A130399551K,Contribution to All groups CPI Index Number ;  Postal services ;  Australia ;,Contribution to All groups CPI Index Number,Postal services,Month,Index Points,Original,640103.xlsx
A130398295T,Contribution to All groups CPI Index Number ;  Telecommunication equipment and services ;  Australia ;,Contribution to All groups CPI Index Number,Telecommunication equipment and services,Month,Index Points,Original,640103.xlsx
A130393835C,Contribution to All groups CPI Index Number ;  Recreation and culture ;  Australia ;,Contribution to All groups CPI Index Number,Recreation and culture,Month,Index Points,Original,640103.xlsx
A130399082F,"Contribution to All groups CPI Index Number ;  Audio, visual and computing equipment and services ;  Australia ;",Contribution to All groups CPI Index Number,"Audio, visual and computing equipment and services",Month,Index Points,Original,640103.xlsx
A130397188T,"Contribution to All groups CPI Index Number ;  Audio, visual and computing equipment ;  Australia ;",Contribution to All groups CPI Index Number,"Audio, visual and computing equipment",Month,Index Points,Original,640103.xlsx
A130397868W,"Contribution to All groups CPI Index Number ;  Audio, visual and computing media and services ;  Australia ;",Contribution to All groups CPI Index Number,"Audio, visual and computing media and services",Month,Index Points,Original,640103.xlsx
A130394199V,"Contribution to All groups CPI Index Number ;  Newspapers, books and stationery ;  Australia ;",Contribution to All groups CPI Index Number,"Newspapers, books and stationery",Month,Index Points,Original,640103.xlsx
A130394955R,Contribution to All groups CPI Index Number ;  Books ;  Australia ;,Contribution to All groups CPI Index Number,Books,Month,Index Points,Original,640103.xlsx
A130392883C,"Contribution to All groups CPI Index Number ;  Newspapers, magazines and stationery ;  Australia ;",Contribution to All groups CPI Index Number,"Newspapers, magazines and stationery",Month,Index Points,Original,640103.xlsx
A130391833L,Contribution to All groups CPI Index Number ;  Holiday travel and accommodation ;  Australia ;,Contribution to All groups CPI Index Number,Holiday travel and accommodation,Month,Index Points,Original,640103.xlsx
A130392197C,Contribution to All groups CPI Index Number ;  Domestic holiday travel and accommodation ;  Australia ;,Contribution to All groups CPI Index Number,Domestic holiday travel and accommodation,Month,Index Points,Original,640103.xlsx
A130394801X,Contribution to All groups CPI Index Number ;  International holiday travel and accommodation ;  Australia ;,Contribution to All groups CPI Index Number,International holiday travel and accommodation,Month,Index Points,Original,640103.xlsx
A130395151A,"Contribution to All groups CPI Index Number ;  Other recreation, sport and culture ;  Australia ;",Contribution to All groups CPI Index Number,"Other recreation, sport and culture",Month,Index Points,Original,640103.xlsx
A130397363R,"Contribution to All groups CPI Index Number ;  Equipment for sports, camping and open-air recreation ;  Australia ;",Contribution to All groups CPI Index Number,"Equipment for sports, camping and open-air recreation",Month,Index Points,Original,640103.xlsx
A130392337V,"Contribution to All groups CPI Index Number ;  Games, toys and hobbies ;  Australia ;",Contribution to All groups CPI Index Number,"Games, toys and hobbies",Month,Index Points,Original,640103.xlsx
A130390811F,Contribution to All groups CPI Index Number ;  Pets and related products ;  Australia ;,Contribution to All groups CPI Index Number,Pets and related products,Month,Index Points,Original,640103.xlsx
A130392057A,Contribution to All groups CPI Index Number ;  Veterinary and other services for pets ;  Australia ;,Contribution to All groups CPI Index Number,Veterinary and other services for pets,Month,Index Points,Original,640103.xlsx
A130399824F,Contribution to All groups CPI Index Number ;  Sports participation ;  Australia ;,Contribution to All groups CPI Index Number,Sports participation,Month,Index Points,Original,640103.xlsx
A130398638J,"Contribution to All groups CPI Index Number ;  Other recreational, sporting and cultural services ;  Australia ;",Contribution to All groups CPI Index Number,"Other recreational, sporting and cultural services",Month,Index Points,Original,640103.xlsx
A130390027A,Contribution to All groups CPI Index Number ;  Education ;  Australia ;,Contribution to All groups CPI Index Number,Education,Month,Index Points,Original,640103.xlsx
A130393576W,Contribution to All groups CPI Index Number ;  Education ;  Australia ;,Contribution to All groups CPI Index Number,Education,Month,Index Points,Original,640103.xlsx
A130398760L,Contribution to All groups CPI Index Number ;  Preschool and primary education ;  Australia ;,Contribution to All groups CPI Index Number,Preschool and primary education,Month,Index Points,Original,640103.xlsx
A130390055K,Contribution to All groups CPI Index Number ;  Secondary education ;  Australia ;,Contribution to All groups CPI Index Number,Secondary education,Month,Index Points,Original,640103.xlsx
A130396243C,Contribution to All groups CPI Index Number ;  Tertiary education ;  Australia ;,Contribution to All groups CPI Index Number,Tertiary education,Month,Index Points,Original,640103.xlsx
A130392764L,Contribution to All groups CPI Index Number ;  Insurance and financial services ;  Australia ;,Contribution to All groups CPI Index Number,Insurance and financial services,Month,Index Points,Original,640103.xlsx
A130393947W,Contribution to All groups CPI Index Number ;  Insurance ;  Australia ;,Contribution to All groups CPI Index Number,Insurance,Month,Index Points,Original,640103.xlsx
A130392638X,Contribution to All groups CPI Index Number ;  Insurance ;  Australia ;,Contribution to All groups CPI Index Number,Insurance,Month,Index Points,Original,640103.xlsx
A130399117V,Contribution to All groups CPI Index Number ;  Financial services ;  Australia ;,Contribution to All groups CPI Index Number,Financial services,Month,Index Points,Original,640103.xlsx
A130399103F,Contribution to All groups CPI Index Number ;  Deposit and loan facilities (direct charges) ;  Australia ;,Contribution to All groups CPI Index Number,Deposit and loan facilities (direct charges),Month,Index Points,Original,640103.xlsx
A130392477W,Contribution to All groups CPI Index Number ;  Other financial services ;  Australia ;,Contribution to All groups CPI Index Number,Other financial services,Month,Index Points,Original,640103.xlsx
A130393724L,Change in Contribution to All groups CPI Index Number ;  All groups CPI ;  Australia ;,Change in Contribution to All groups CPI Index Number,All groups CPI,Month,Index Points,Original,640103.xlsx
A130395481T,Change in Contribution to All groups CPI Index Number ;  Food and non-alcoholic beverages ;  Australia ;,Change in Contribution to All groups CPI Index Number,Food and non-alcoholic beverages,Month,Index Points,Original,640103.xlsx
A130391708A,Change in Contribution to All groups CPI Index Number ;  Bread and cereal products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Bread and cereal products,Month,Index Points,Original,640103.xlsx
A130393206L,Change in Contribution to All groups CPI Index Number ;  Bread ;  Australia ;,Change in Contribution to All groups CPI Index Number,Bread,Month,Index Points,Original,640103.xlsx
A130399328V,Change in Contribution to All groups CPI Index Number ;  Cakes and biscuits ;  Australia ;,Change in Contribution to All groups CPI Index Number,Cakes and biscuits,Month,Index Points,Original,640103.xlsx
A130393227X,Change in Contribution to All groups CPI Index Number ;  Breakfast cereals ;  Australia ;,Change in Contribution to All groups CPI Index Number,Breakfast cereals,Month,Index Points,Original,640103.xlsx
A130398065K,Change in Contribution to All groups CPI Index Number ;  Other cereal products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Other cereal products,Month,Index Points,Original,640103.xlsx
A130394368W,Change in Contribution to All groups CPI Index Number ;  Meat and seafoods ;  Australia ;,Change in Contribution to All groups CPI Index Number,Meat and seafoods,Month,Index Points,Original,640103.xlsx
A130393248K,Change in Contribution to All groups CPI Index Number ;  Beef and veal ;  Australia ;,Change in Contribution to All groups CPI Index Number,Beef and veal,Month,Index Points,Original,640103.xlsx
A130395341R,Change in Contribution to All groups CPI Index Number ;  Pork ;  Australia ;,Change in Contribution to All groups CPI Index Number,Pork,Month,Index Points,Original,640103.xlsx
A130399377R,Change in Contribution to All groups CPI Index Number ;  Lamb and goat ;  Australia ;,Change in Contribution to All groups CPI Index Number,Lamb and goat,Month,Index Points,Original,640103.xlsx
A130391925W,Change in Contribution to All groups CPI Index Number ;  Poultry ;  Australia ;,Change in Contribution to All groups CPI Index Number,Poultry,Month,Index Points,Original,640103.xlsx
A130391932V,Change in Contribution to All groups CPI Index Number ;  Other meats ;  Australia ;,Change in Contribution to All groups CPI Index Number,Other meats,Month,Index Points,Original,640103.xlsx
A130390602K,Change in Contribution to All groups CPI Index Number ;  Fish and other seafood ;  Australia ;,Change in Contribution to All groups CPI Index Number,Fish and other seafood,Month,Index Points,Original,640103.xlsx
A130393038L,Change in Contribution to All groups CPI Index Number ;  Dairy and related products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Dairy and related products,Month,Index Points,Original,640103.xlsx
A130391848C,Change in Contribution to All groups CPI Index Number ;  Milk ;  Australia ;,Change in Contribution to All groups CPI Index Number,Milk,Month,Index Points,Original,640103.xlsx
A130390539F,Change in Contribution to All groups CPI Index Number ;  Cheese ;  Australia ;,Change in Contribution to All groups CPI Index Number,Cheese,Month,Index Points,Original,640103.xlsx
A130393199A,Change in Contribution to All groups CPI Index Number ;  Ice cream and other dairy products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Ice cream and other dairy products,Month,Index Points,Original,640103.xlsx
A130395096W,Change in Contribution to All groups CPI Index Number ;  Fruit and vegetables ;  Australia ;,Change in Contribution to All groups CPI Index Number,Fruit and vegetables,Month,Index Points,Original,640103.xlsx
A130392450W,Change in Contribution to All groups CPI Index Number ;  Fruit ;  Australia ;,Change in Contribution to All groups CPI Index Number,Fruit,Month,Index Points,Original,640103.xlsx
A130397491J,Change in Contribution to All groups CPI Index Number ;  Vegetables ;  Australia ;,Change in Contribution to All groups CPI Index Number,Vegetables,Month,Index Points,Original,640103.xlsx
A130391484A,Change in Contribution to All groups CPI Index Number ;  Food products n.e.c. ;  Australia ;,Change in Contribution to All groups CPI Index Number,Food products n.e.c.,Month,Index Points,Original,640103.xlsx
A130390623W,Change in Contribution to All groups CPI Index Number ;  Eggs ;  Australia ;,Change in Contribution to All groups CPI Index Number,Eggs,Month,Index Points,Original,640103.xlsx
A130391967V,"Change in Contribution to All groups CPI Index Number ;  Jams, honey and spreads ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Jams, honey and spreads",Month,Index Points,Original,640103.xlsx
A130392219F,Change in Contribution to All groups CPI Index Number ;  Food additives and condiments ;  Australia ;,Change in Contribution to All groups CPI Index Number,Food additives and condiments,Month,Index Points,Original,640103.xlsx
A130394823L,Change in Contribution to All groups CPI Index Number ;  Oils and fats ;  Australia ;,Change in Contribution to All groups CPI Index Number,Oils and fats,Month,Index Points,Original,640103.xlsx
A130396258V,Change in Contribution to All groups CPI Index Number ;  Snacks and confectionery ;  Australia ;,Change in Contribution to All groups CPI Index Number,Snacks and confectionery,Month,Index Points,Original,640103.xlsx
A130390651F,Change in Contribution to All groups CPI Index Number ;  Other food products n.e.c. ;  Australia ;,Change in Contribution to All groups CPI Index Number,Other food products n.e.c.,Month,Index Points,Original,640103.xlsx
A130390231K,Change in Contribution to All groups CPI Index Number ;  Non-alcoholic beverages ;  Australia ;,Change in Contribution to All groups CPI Index Number,Non-alcoholic beverages,Month,Index Points,Original,640103.xlsx
A130390644J,"Change in Contribution to All groups CPI Index Number ;  Coffee, tea and cocoa ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Coffee, tea and cocoa",Month,Index Points,Original,640103.xlsx
A130395215A,"Change in Contribution to All groups CPI Index Number ;  Waters, soft drinks and juices ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Waters, soft drinks and juices",Month,Index Points,Original,640103.xlsx
A130390441J,Change in Contribution to All groups CPI Index Number ;  Meals out and take away foods ;  Australia ;,Change in Contribution to All groups CPI Index Number,Meals out and take away foods,Month,Index Points,Original,640103.xlsx
A130391946J,Change in Contribution to All groups CPI Index Number ;  Restaurant meals ;  Australia ;,Change in Contribution to All groups CPI Index Number,Restaurant meals,Month,Index Points,Original,640103.xlsx
A130390616X,Change in Contribution to All groups CPI Index Number ;  Take away and fast foods ;  Australia ;,Change in Contribution to All groups CPI Index Number,Take away and fast foods,Month,Index Points,Original,640103.xlsx
A130393031W,Change in Contribution to All groups CPI Index Number ;  Alcohol and tobacco ;  Australia ;,Change in Contribution to All groups CPI Index Number,Alcohol and tobacco,Month,Index Points,Original,640103.xlsx
A130394417F,Change in Contribution to All groups CPI Index Number ;  Alcoholic beverages ;  Australia ;,Change in Contribution to All groups CPI Index Number,Alcoholic beverages,Month,Index Points,Original,640103.xlsx
A130393444V,Change in Contribution to All groups CPI Index Number ;  Spirits ;  Australia ;,Change in Contribution to All groups CPI Index Number,Spirits,Month,Index Points,Original,640103.xlsx
A130390896C,Change in Contribution to All groups CPI Index Number ;  Wine ;  Australia ;,Change in Contribution to All groups CPI Index Number,Wine,Month,Index Points,Original,640103.xlsx
A130393416K,Change in Contribution to All groups CPI Index Number ;  Beer ;  Australia ;,Change in Contribution to All groups CPI Index Number,Beer,Month,Index Points,Original,640103.xlsx
A130398016R,Change in Contribution to All groups CPI Index Number ;  Tobacco ;  Australia ;,Change in Contribution to All groups CPI Index Number,Tobacco,Month,Index Points,Original,640103.xlsx
A130397119L,Change in Contribution to All groups CPI Index Number ;  Tobacco ;  Australia ;,Change in Contribution to All groups CPI Index Number,Tobacco,Month,Index Points,Original,640103.xlsx
A130391673L,Change in Contribution to All groups CPI Index Number ;  Clothing and footwear ;  Australia ;,Change in Contribution to All groups CPI Index Number,Clothing and footwear,Month,Index Points,Original,640103.xlsx
A130394109C,Change in Contribution to All groups CPI Index Number ;  Garments ;  Australia ;,Change in Contribution to All groups CPI Index Number,Garments,Month,Index Points,Original,640103.xlsx
