,Food and non-alcoholic beverages,Alcoholic beverages and tobacco,Clothing and footwear,"Housing, water, electricity and other fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
1988-07,3.123046338608715,3.4625673761295106,5.379322470502301,4.520918332760404,3.2752061961117462,0.0,0.0,0.0,0.0,0.0,14.9635780837031,1.0466543199126654
1988-08,11.898007034827085,2.307049563559116,0.0,3.306715220964418,4.393380318592888,-1.0490529730063258,0.0,0.0,1.1364657014675261,0.0,11.337796206237272,1.177162447610125
1988-09,5.276412559240118,4.6009741572174745,5.422222348202332,3.297629081067721,4.327212346832043,1.0601747679284568,0.0,0.0,-1.1236952899087882,0.0,0.9596454184538583,0.0
1988-10,-17.682753075579573,2.2939176746667123,41.907964164647126,5.608977782977997,14.80651953431349,0.0,0.0,0.0,1.1364657014675261,0.0,2.9486466798663846,-3.264316717967619
1988-11,17.793683355374434,0.0,33.79583707329632,3.309175670407205,12.174238600444687,0.0,0.0,0.0,3.3887527976994347,0.0,3.0346037568323103,-4.310986302602471
1988-12,26.041816561976194,2.2381447804186383,15.919033661941473,-1.0669472020118698,5.349559968531059,0.0,0.0,-7.503428053998551,9.189119641014877,0.0,16.617275810025724,-3.2850785241036906
1989-01,10.413845216267493,2.285278053387785,1.9489891599364872,2.167559310130862,-6.055834288124817,1.0304761776818827,1.1107325238770782,-69.91366807253283,-7.410423393696208,5.999129926319879,18.669453809193225,1.153817665487522
1989-02,4.077779776260315,0.0,0.9835865056469606,2.198897826047741,24.26365142504483,1.0295920436374617,11.486466238364002,-9.473577881596318,3.3760909186412613,6.087225394166618,16.192865956893463,-1.1406565684976
1989-03,1.9167220866464607,0.0,2.944503311868374,2.12452419874698,5.255962568910522,0.0,6.724540605646001,0.0,12.801696915563587,91.64505972212417,14.935931949641358,8.054893165987021
1989-04,1.0484000285274853,13.006983140409844,11.31320916319365,6.632494430531044,7.375990195023996,1.0287094254283202,0.0,0.0,3.349835014755409,21.14019702620391,23.426038895071734,5.6132361825034005
1989-05,23.93941680052043,31.44884442064704,56.0675622025266,8.906522689439766,5.1774044101317696,0.0,0.0,0.0,5.576955201567757,0.0,58.64514743611737,-1.0650930283307658
1989-06,-6.5879818820139935,11.323812963891001,7.686904271119976,8.840943538500445,12.822952945203836,0.0,0.0,0.0,2.2113951565178036,7.559408760240682,12.942585226464809,-2.2171027583029357
1989-07,-16.9221425898295,9.011105982120382,2.8148170895847757,1.0859315992814533,6.170164954868018,49.991306729328855,31.91610356450214,0.0,2.1562824158427807,0.0,18.691814751626133,6.840395743275085
1989-08,23.90931194982191,14.710576365530947,2.8082302964669736,3.1830789039240637,3.0274037459485426,-0.9845625666265789,0.0,0.0,5.548211169445794,2.6597328848809054,1.7187838054860682,1.1052905421229609
1989-09,28.345607307829933,1.0914376428265316,7.631476985831309,3.2092911329593354,3.019785879437431,0.0,0.0,0.0,5.505269782142208,6.456000260612105,2.5643072500595387,-1.0932074238611977
1989-10,-1.859181083257777,2.0955785283963912,42.105108501561105,2.100728817392006,5.074100990191144,0.0,0.0,0.0,0.0,0.0,13.405964316983997,-1.0942042407173003
1989-11,-3.7365452390137333,1.0410001762605203,15.146263807913085,7.588925873143704,2.976780824435399,0.0,0.0,-1.2421504468632993,1.1113532350544464,0.0,6.937941871175823,0.0
1989-12,-6.506781547555695,0.0,3.603345259230073,2.1520831637215965,0.9809672558596771,0.0,0.0,0.0,1.0437210093050098,0.0,5.992076874032293,7.948463770741143
1990-01,32.311740972216896,5.349774777161143,22.62515034053283,6.572128526527798,36.5178288256466,19.088346613910858,8.970009132985467,123.02427395692024,28.538101217626078,52.82047926713807,17.881831190222485,17.13878771985662
1990-02,10.644548123764608,1.2722926593767392,0.0,5.1777862027344135,8.854232597173727,46.43074223514117,0.0,-1.2076872124681781,2.4469620620396038,9.4184836262452,18.01915420147906,6.268775024667117
1990-03,3.9186972560743216,6.256558870207396,3.720017500267203,10.517608731419138,0.0,0.0,0.0,63.83909442352626,7.525122177126242,114.99720268684852,17.709440743043615,11.388969736208377
1990-04,37.967888801185865,4.951596728756047,6.268818745502713,11.792863899187811,2.473700372995302,4.965953737895412,1.175212134672865,1.1656782276503241,8.750282801816777,8.695628537434462,10.42146694881405,-1.183111116179436
1990-05,33.718537725941,3.725921551265432,14.195355392039776,21.658744395678788,0.0,2.458759417893841,1.212144824614203,1.1573204672330695,1.2305654034000302,2.4000715664776573,26.252818829919878,-1.184278713571496
1990-06,7.406463217983461,7.505443120448496,0.0,17.016165191989785,1.1841083416669784,7.443921585866731,0.0,-35.1473266205671,-4.6753159005942235,2.3487263128833646,25.64864528394235,-5.8589412640568606
1990-07,3.642399266690166,4.885701543966037,1.2114166478980781,12.611731810098249,6.179646120284832,4.878080849738953,0.0,-30.43096985914876,0.0,0.0,6.120606863475575,-2.338922154727352
1990-08,11.21297217583168,2.40645782769755,0.0,6.10504199764792,1.220051951524681,0.0,0.0,0.0,2.4009664909865114,0.0,1.1702514536375164,21.139605234586732
1990-09,23.289079692661964,15.378836456563661,1.1843069591294775,6.106821456082212,1.1758179472105779,-1.181897869496329,0.0,0.0,2.444953490989077,1.2808122118378673,4.862402285518108,-2.3675715187880586
1990-10,-2.228394886463003,1.1800613698845774,11.31788443942867,9.80816859434075,2.448815687031791,4.890269503744138,0.0,0.0,0.0,0.0,9.861420790561093,-2.402717916937036
1990-11,-16.06835757404107,2.370531573605583,8.640676035612671,12.31825688343422,3.6204339103173666,2.39551295715672,14.123861049531762,0.0,0.0,0.0,36.5399242704203,-1.1796220969179205
1990-12,0.0,1.2220961461400615,3.608717447145926,18.716842606564875,3.631383344594874,9.908896242183317,27.99534931589145,0.0,1.181151646593892,0.0,10.78058405057536,-1.1498740399059404
1991-01,39.88919855243851,16.40644656597956,6.0090262661752325,8.295029414189248,29.448744226251968,12.440595499462326,20.309160785576875,1.2204996702201987,19.470024838507662,58.94614392072186,75.5817120667464,100.72628470567908
1991-02,35.483838455668334,9.684638041208604,2.373927703527068,10.652457089764189,23.016739413493426,9.70062718480138,35.8365243333699,-3.6143308951994135,4.7901043624106965,-5.536361188899896,39.04525856560361,-6.552075378134969
1991-03,18.028068657594588,-1.1395472001444196,1.1782636252286816,6.972444848466797,1.141253350624405,8.402272818204782,60.2973048597373,-14.872531684563716,4.819809677375031,70.90235482658743,10.979961135599448,-1.0924953935709358
1991-04,10.344888592624613,0.0,1.1519313280702104,12.95536492143874,3.47723291151405,2.3144610224779205,0.0,0.0,2.350714572511703,9.139392467599139,4.22896238168855,0.0
1991-05,-9.375050103875903,3.494667935025686,0.0,17.894539418042,2.2856554527092676,2.3100058663494627,0.0,0.0,9.707406750089852,-1.0373530471842307,19.11423393509686,1.1045626900790806
